Project Name,Package Name,Type Name,Method Name,Implementation Smell,Cause of the Smell,Method start line no
imp,com.tagtraum.perf.gcviewer.imp,TestDataReaderUJLShenandoah,testPauseInitMark,Long Statement,The length of the statement "String logString="[2019-09-28T14:32:51.558+0000][0.277s][info][safepoint ] Application time: 0.1149181 seconds\n" + "[2019-09-28T14:32:51.558+0000][0.278s][info][safepoint ] Entering safepoint region: ShenandoahInitMark\n" + "[2019-09-28T14:32:51.559+0000][0.278s][info][gc`start ] GC(0) Pause Init Mark (process weakrefs)\n"+ "[2019-09-28T14:32:51.559+0000][0.278s][info][gc`task ] GC(0) Using 1 of 1 workers for init marking\n"+ "[2019-09-28T14:32:51.560+0000][0.279s][info][gc`ergo ] GC(0) Pacer for Mark. Expected Live: 12M` Free: 88M` Non-Taxable: 8M` Alloc Tax Rate: 0.5x\n"+ "[2019-09-28T14:32:51.560+0000][0.279s][info][gc ] GC(0) Pause Init Mark (process weakrefs) 1.275ms\n"+ "[2019-09-28T14:32:51.560+0000][0.279s][info][safepoint ] Leaving safepoint region\n"+ "[2019-09-28T14:32:51.560+0000][0.279s][info][safepoint ] Total time for which application threads were stopped: 0.0021273 seconds` Stopping threads took: 0.0005609 seconds\n";" is 949.,142
imp,com.tagtraum.perf.gcviewer.imp,TestDataReaderUJLShenandoah,testPauseInitMark,Magic Number,The method contains a magic number: 2,142
imp,com.tagtraum.perf.gcviewer.imp,TestDataReaderUJLShenandoah,testPauseInitMark,Magic Number,The method contains a magic number: 0.001275,142
imp,com.tagtraum.perf.gcviewer.imp,TestDataReaderUJLShenandoah,testPauseInitMark,Magic Number,The method contains a magic number: 0.0000001,142
imp,com.tagtraum.perf.gcviewer.imp,TestDataReaderUJLShenandoah,testConcurrentMarkingRoots,Magic Number,The method contains a magic number: 2,164
imp,com.tagtraum.perf.gcviewer.imp,TestDataReaderUJLShenandoah,testConcurrentMarkingRoots,Magic Number,The method contains a magic number: 2,164
imp,com.tagtraum.perf.gcviewer.imp,TestDataReaderUJLShenandoah,testConcurrentMarkingRoots,Magic Number,The method contains a magic number: 2,164
imp,com.tagtraum.perf.gcviewer.imp,TestDataReaderUJLShenandoah,testConcurrentMarkingRoots,Magic Number,The method contains a magic number: 0.013066,164
imp,com.tagtraum.perf.gcviewer.imp,TestDataReaderUJLShenandoah,testConcurrentMarkingRoots,Magic Number,The method contains a magic number: 0.0000001,164
imp,com.tagtraum.perf.gcviewer.imp,TestDataReaderUJLShenandoah,testConcurrentMarkingRoots,Magic Number,The method contains a magic number: 2,164
imp,com.tagtraum.perf.gcviewer.imp,TestDataReaderUJLShenandoah,testConcurrentMarking,Long Statement,The length of the statement "assertThat("event type as string"`model.get(2).getTypeAsString()`is("Concurrent marking (process weakrefs) (unload classes)"));" is 127.,174
imp,com.tagtraum.perf.gcviewer.imp,TestDataReaderUJLShenandoah,testConcurrentMarking,Magic Number,The method contains a magic number: 2,174
imp,com.tagtraum.perf.gcviewer.imp,TestDataReaderUJLShenandoah,testConcurrentMarking,Magic Number,The method contains a magic number: 2,174
imp,com.tagtraum.perf.gcviewer.imp,TestDataReaderUJLShenandoah,testConcurrentMarking,Magic Number,The method contains a magic number: 2,174
imp,com.tagtraum.perf.gcviewer.imp,TestDataReaderUJLShenandoah,testConcurrentMarking,Magic Number,The method contains a magic number: 0.003064,174
imp,com.tagtraum.perf.gcviewer.imp,TestDataReaderUJLShenandoah,testConcurrentMarking,Magic Number,The method contains a magic number: 0.0000001,174
imp,com.tagtraum.perf.gcviewer.imp,TestDataReaderUJLShenandoah,testConcurrentMarking,Magic Number,The method contains a magic number: 2,174
imp,com.tagtraum.perf.gcviewer.imp,TestDataReaderUJLShenandoah,testConcurrentPrecleaning,Magic Number,The method contains a magic number: 3,184
imp,com.tagtraum.perf.gcviewer.imp,TestDataReaderUJLShenandoah,testConcurrentPrecleaning,Magic Number,The method contains a magic number: 3,184
imp,com.tagtraum.perf.gcviewer.imp,TestDataReaderUJLShenandoah,testConcurrentPrecleaning,Magic Number,The method contains a magic number: 3,184
imp,com.tagtraum.perf.gcviewer.imp,TestDataReaderUJLShenandoah,testConcurrentPrecleaning,Magic Number,The method contains a magic number: 0.000148,184
imp,com.tagtraum.perf.gcviewer.imp,TestDataReaderUJLShenandoah,testConcurrentPrecleaning,Magic Number,The method contains a magic number: 0.0000001,184
imp,com.tagtraum.perf.gcviewer.imp,TestDataReaderUJLShenandoah,testConcurrentPrecleaning,Magic Number,The method contains a magic number: 3,184
imp,com.tagtraum.perf.gcviewer.imp,TestDataReaderUJLShenandoah,testPauseFinalMark,Long Statement,The length of the statement "String logString="[2019-09-28T14:32:51.562+0000][0.281s][info][safepoint ] Entering safepoint region: ShenandoahFinalMarkStartEvac\n" + "[2019-09-28T14:32:51.562+0000][0.281s][info][gc`start ] GC(0) Pause Final Mark (process weakrefs)\n" + "[2019-09-28T14:32:51.562+0000][0.281s][info][gc`task ] GC(0) Using 1 of 1 workers for final marking\n"+ "[2019-09-28T14:32:51.563+0000][0.282s][info][gc`ergo ] GC(0) Adaptive CSet Selection. Target Free: 12M` Actual Free: 92M` Max CSet: 5M` Min Garbage: 0M\n"+ "[2019-09-28T14:32:51.563+0000][0.282s][info][gc`ergo ] GC(0) Collectable Garbage: 9M (96% of total)` 0M CSet` 5 CSet regions\n"+ "[2019-09-28T14:32:51.563+0000][0.282s][info][gc`ergo ] GC(0) Immediate Garbage: 0M (0% of total)` 0 regions\n"+ "[2019-09-28T14:32:51.563+0000][0.283s][info][gc`ergo ] GC(0) Pacer for Evacuation. Used CSet: 10M` Free: 84M` Non-Taxable: 8M` Alloc Tax Rate: 1.1x\n"+ "[2019-09-28T14:32:51.563+0000][0.283s][info][gc ] GC(0) Pause Final Mark (process weakrefs) 1.404ms\n"+ "[2019-09-28T14:32:51.563+0000][0.283s][info][safepoint ] Leaving safepoint region\n"+ "[2019-09-28T14:32:51.563+0000][0.283s][info][safepoint ] Total time for which application threads were stopped: 0.0018727 seconds` Stopping threads took: 0.0002023 seconds\n";" is 1266.,194
imp,com.tagtraum.perf.gcviewer.imp,TestDataReaderUJLShenandoah,testPauseFinalMark,Magic Number,The method contains a magic number: 2,194
imp,com.tagtraum.perf.gcviewer.imp,TestDataReaderUJLShenandoah,testPauseFinalMark,Magic Number,The method contains a magic number: 0.001404,194
imp,com.tagtraum.perf.gcviewer.imp,TestDataReaderUJLShenandoah,testPauseFinalMark,Magic Number,The method contains a magic number: 0.0000001,194
imp,com.tagtraum.perf.gcviewer.imp,TestDataReaderUJLShenandoah,testConcurrentThreadRoots,Magic Number,The method contains a magic number: 5,217
imp,com.tagtraum.perf.gcviewer.imp,TestDataReaderUJLShenandoah,testConcurrentThreadRoots,Magic Number,The method contains a magic number: 5,217
imp,com.tagtraum.perf.gcviewer.imp,TestDataReaderUJLShenandoah,testConcurrentThreadRoots,Magic Number,The method contains a magic number: 5,217
imp,com.tagtraum.perf.gcviewer.imp,TestDataReaderUJLShenandoah,testConcurrentThreadRoots,Magic Number,The method contains a magic number: 0.002762,217
imp,com.tagtraum.perf.gcviewer.imp,TestDataReaderUJLShenandoah,testConcurrentThreadRoots,Magic Number,The method contains a magic number: 0.0000001,217
imp,com.tagtraum.perf.gcviewer.imp,TestDataReaderUJLShenandoah,testConcurrentThreadRoots,Magic Number,The method contains a magic number: 5,217
imp,com.tagtraum.perf.gcviewer.imp,TestDataReaderUJLShenandoah,testConcurrentWeakReferences,Magic Number,The method contains a magic number: 6,227
imp,com.tagtraum.perf.gcviewer.imp,TestDataReaderUJLShenandoah,testConcurrentWeakReferences,Magic Number,The method contains a magic number: 6,227
imp,com.tagtraum.perf.gcviewer.imp,TestDataReaderUJLShenandoah,testConcurrentWeakReferences,Magic Number,The method contains a magic number: 6,227
imp,com.tagtraum.perf.gcviewer.imp,TestDataReaderUJLShenandoah,testConcurrentWeakReferences,Magic Number,The method contains a magic number: 0.000221,227
imp,com.tagtraum.perf.gcviewer.imp,TestDataReaderUJLShenandoah,testConcurrentWeakReferences,Magic Number,The method contains a magic number: 0.0000001,227
imp,com.tagtraum.perf.gcviewer.imp,TestDataReaderUJLShenandoah,testConcurrentWeakReferences,Magic Number,The method contains a magic number: 6,227
imp,com.tagtraum.perf.gcviewer.imp,TestDataReaderUJLShenandoah,testConcurrentWeakRoots,Magic Number,The method contains a magic number: 7,237
imp,com.tagtraum.perf.gcviewer.imp,TestDataReaderUJLShenandoah,testConcurrentWeakRoots,Magic Number,The method contains a magic number: 7,237
imp,com.tagtraum.perf.gcviewer.imp,TestDataReaderUJLShenandoah,testConcurrentWeakRoots,Magic Number,The method contains a magic number: 7,237
imp,com.tagtraum.perf.gcviewer.imp,TestDataReaderUJLShenandoah,testConcurrentWeakRoots,Magic Number,The method contains a magic number: 0.000603,237
imp,com.tagtraum.perf.gcviewer.imp,TestDataReaderUJLShenandoah,testConcurrentWeakRoots,Magic Number,The method contains a magic number: 0.0000001,237
imp,com.tagtraum.perf.gcviewer.imp,TestDataReaderUJLShenandoah,testConcurrentWeakRoots,Magic Number,The method contains a magic number: 7,237
imp,com.tagtraum.perf.gcviewer.imp,TestDataReaderUJLShenandoah,testConcurrentCleanup,Long Statement,The length of the statement "String logString="[2019-09-28T14:32:51.563+0000][0.283s][info][gc`start ] GC(0) Concurrent cleanup\n" + "[2019-09-28T14:32:51.563+0000][0.283s][info][gc ] GC(0) Concurrent cleanup 36M->36M(38M) 0.014ms\n";" is 205.,247
imp,com.tagtraum.perf.gcviewer.imp,TestDataReaderUJLShenandoah,testConcurrentCleanup,Magic Number,The method contains a magic number: 0.000014,247
imp,com.tagtraum.perf.gcviewer.imp,TestDataReaderUJLShenandoah,testConcurrentCleanup,Magic Number,The method contains a magic number: 0.0000001,247
imp,com.tagtraum.perf.gcviewer.imp,TestDataReaderUJLShenandoah,testConcurrentCleanup,Magic Number,The method contains a magic number: 36,247
imp,com.tagtraum.perf.gcviewer.imp,TestDataReaderUJLShenandoah,testConcurrentCleanup,Magic Number,The method contains a magic number: 1024,247
imp,com.tagtraum.perf.gcviewer.imp,TestDataReaderUJLShenandoah,testConcurrentCleanup,Magic Number,The method contains a magic number: 38,247
imp,com.tagtraum.perf.gcviewer.imp,TestDataReaderUJLShenandoah,testConcurrentCleanup,Magic Number,The method contains a magic number: 1024,247
imp,com.tagtraum.perf.gcviewer.imp,TestDataReaderUJLShenandoah,testConcurrentClassUnloading,Magic Number,The method contains a magic number: 9,263
imp,com.tagtraum.perf.gcviewer.imp,TestDataReaderUJLShenandoah,testConcurrentClassUnloading,Magic Number,The method contains a magic number: 9,263
imp,com.tagtraum.perf.gcviewer.imp,TestDataReaderUJLShenandoah,testConcurrentClassUnloading,Magic Number,The method contains a magic number: 9,263
imp,com.tagtraum.perf.gcviewer.imp,TestDataReaderUJLShenandoah,testConcurrentClassUnloading,Magic Number,The method contains a magic number: 0.001026,263
imp,com.tagtraum.perf.gcviewer.imp,TestDataReaderUJLShenandoah,testConcurrentClassUnloading,Magic Number,The method contains a magic number: 0.0000001,263
imp,com.tagtraum.perf.gcviewer.imp,TestDataReaderUJLShenandoah,testConcurrentClassUnloading,Magic Number,The method contains a magic number: 9,263
imp,com.tagtraum.perf.gcviewer.imp,TestDataReaderUJLShenandoah,testConcurrentStrongRoots,Magic Number,The method contains a magic number: 10,273
imp,com.tagtraum.perf.gcviewer.imp,TestDataReaderUJLShenandoah,testConcurrentStrongRoots,Magic Number,The method contains a magic number: 10,273
imp,com.tagtraum.perf.gcviewer.imp,TestDataReaderUJLShenandoah,testConcurrentStrongRoots,Magic Number,The method contains a magic number: 10,273
imp,com.tagtraum.perf.gcviewer.imp,TestDataReaderUJLShenandoah,testConcurrentStrongRoots,Magic Number,The method contains a magic number: 0.000610,273
imp,com.tagtraum.perf.gcviewer.imp,TestDataReaderUJLShenandoah,testConcurrentStrongRoots,Magic Number,The method contains a magic number: 0.0000001,273
imp,com.tagtraum.perf.gcviewer.imp,TestDataReaderUJLShenandoah,testConcurrentStrongRoots,Magic Number,The method contains a magic number: 10,273
imp,com.tagtraum.perf.gcviewer.imp,TestDataReaderUJLShenandoah,testConcurrentEvacuation,Magic Number,The method contains a magic number: 6,283
imp,com.tagtraum.perf.gcviewer.imp,TestDataReaderUJLShenandoah,testConcurrentEvacuation,Magic Number,The method contains a magic number: 6,283
imp,com.tagtraum.perf.gcviewer.imp,TestDataReaderUJLShenandoah,testConcurrentEvacuation,Magic Number,The method contains a magic number: 6,283
imp,com.tagtraum.perf.gcviewer.imp,TestDataReaderUJLShenandoah,testConcurrentEvacuation,Magic Number,The method contains a magic number: 0.001711,283
imp,com.tagtraum.perf.gcviewer.imp,TestDataReaderUJLShenandoah,testConcurrentEvacuation,Magic Number,The method contains a magic number: 0.0000001,283
imp,com.tagtraum.perf.gcviewer.imp,TestDataReaderUJLShenandoah,testConcurrentEvacuation,Magic Number,The method contains a magic number: 6,283
imp,com.tagtraum.perf.gcviewer.imp,TestDataReaderUJLShenandoah,testPauseInitUpdateRefs,Long Statement,The length of the statement "String logString="[2019-09-28T14:32:51.564+0000][0.284s][info][safepoint ] Entering safepoint region: ShenandoahInitUpdateRefs\n" + "[2019-09-28T14:32:51.564+0000][0.284s][info][gc`start ] GC(0) Pause Init Update Refs\n" + "[2019-09-28T14:32:51.564+0000][0.284s][info][gc`ergo ] GC(0) Pacer for Update Refs. Used: 39M` Free: 82M` Non-Taxable: 8M` Alloc Tax Rate: 1.1x\n"+ "[2019-09-28T14:32:51.564+0000][0.284s][info][gc ] GC(0) Pause Init Update Refs 0.027ms\n"+ "[2019-09-28T14:32:51.565+0000][0.284s][info][safepoint ] Leaving safepoint region\n"+ "[2019-09-28T14:32:51.565+0000][0.284s][info][safepoint ] Total time for which application threads were stopped: 0.0004592 seconds` Stopping threads took: 0.0001897 seconds\n";" is 727.,293
imp,com.tagtraum.perf.gcviewer.imp,TestDataReaderUJLShenandoah,testPauseInitUpdateRefs,Magic Number,The method contains a magic number: 2,293
imp,com.tagtraum.perf.gcviewer.imp,TestDataReaderUJLShenandoah,testPauseInitUpdateRefs,Magic Number,The method contains a magic number: 0.000027,293
imp,com.tagtraum.perf.gcviewer.imp,TestDataReaderUJLShenandoah,testPauseInitUpdateRefs,Magic Number,The method contains a magic number: 0.0000001,293
imp,com.tagtraum.perf.gcviewer.imp,TestDataReaderUJLShenandoah,testConcurrentUpdateRefs,Magic Number,The method contains a magic number: 8,310
imp,com.tagtraum.perf.gcviewer.imp,TestDataReaderUJLShenandoah,testConcurrentUpdateRefs,Magic Number,The method contains a magic number: 8,310
imp,com.tagtraum.perf.gcviewer.imp,TestDataReaderUJLShenandoah,testConcurrentUpdateRefs,Magic Number,The method contains a magic number: 8,310
imp,com.tagtraum.perf.gcviewer.imp,TestDataReaderUJLShenandoah,testConcurrentUpdateRefs,Magic Number,The method contains a magic number: 0.002384,310
imp,com.tagtraum.perf.gcviewer.imp,TestDataReaderUJLShenandoah,testConcurrentUpdateRefs,Magic Number,The method contains a magic number: 0.0000001,310
imp,com.tagtraum.perf.gcviewer.imp,TestDataReaderUJLShenandoah,testConcurrentUpdateRefs,Magic Number,The method contains a magic number: 8,310
imp,com.tagtraum.perf.gcviewer.imp,TestDataReaderUJLShenandoah,testConcurrentUpdateRefs,Magic Number,The method contains a magic number: 8,310
imp,com.tagtraum.perf.gcviewer.imp,TestDataReaderUJLShenandoah,testConcurrentUpdateThreadRoots,Magic Number,The method contains a magic number: 14,321
imp,com.tagtraum.perf.gcviewer.imp,TestDataReaderUJLShenandoah,testConcurrentUpdateThreadRoots,Magic Number,The method contains a magic number: 14,321
imp,com.tagtraum.perf.gcviewer.imp,TestDataReaderUJLShenandoah,testConcurrentUpdateThreadRoots,Magic Number,The method contains a magic number: 14,321
imp,com.tagtraum.perf.gcviewer.imp,TestDataReaderUJLShenandoah,testConcurrentUpdateThreadRoots,Magic Number,The method contains a magic number: 0.006635,321
imp,com.tagtraum.perf.gcviewer.imp,TestDataReaderUJLShenandoah,testConcurrentUpdateThreadRoots,Magic Number,The method contains a magic number: 0.0000001,321
imp,com.tagtraum.perf.gcviewer.imp,TestDataReaderUJLShenandoah,testConcurrentUpdateThreadRoots,Magic Number,The method contains a magic number: 14,321
imp,com.tagtraum.perf.gcviewer.imp,TestDataReaderUJLShenandoah,testPauseFinalUpdateRefs,Long Statement,The length of the statement "String logString="[2019-09-28T14:32:51.565+0000][0.285s][info][safepoint ] Entering safepoint region: ShenandoahFinalUpdateRefs\n" + "[2019-09-28T14:32:51.566+0000][0.285s][info][gc`start ] GC(0) Pause Final Update Refs\n" + "[2019-09-28T14:32:51.566+0000][0.285s][info][gc`task ] GC(0) Using 1 of 1 workers for final reference update\n"+ "[2019-09-28T14:32:51.566+0000][0.285s][info][gc ] GC(0) Pause Final Update Refs 0.203ms\n"+ "[2019-09-28T14:32:51.566+0000][0.285s][info][safepoint ] Leaving safepoint region\n"+ "[2019-09-28T14:32:51.566+0000][0.285s][info][safepoint ] Total time for which application threads were stopped: 0.0006525 seconds` Stopping threads took: 0.0001846 seconds\n";" is 695.,331
imp,com.tagtraum.perf.gcviewer.imp,TestDataReaderUJLShenandoah,testPauseFinalUpdateRefs,Magic Number,The method contains a magic number: 2,331
imp,com.tagtraum.perf.gcviewer.imp,TestDataReaderUJLShenandoah,testPauseFinalUpdateRefs,Magic Number,The method contains a magic number: 0.000203,331
imp,com.tagtraum.perf.gcviewer.imp,TestDataReaderUJLShenandoah,testPauseFinalUpdateRefs,Magic Number,The method contains a magic number: 0.0000001,331
imp,com.tagtraum.perf.gcviewer.imp,TestDataReaderUJLShenandoah,testPauseFinalRoots,Long Statement,The length of the statement "String logString="[2022-08-17T00:34:06.286+0800][2.637s][info][gc`start ] GC(2) Pause Final Roots\n" + "[2022-08-17T00:34:06.286+0800][2.637s][info][gc ] GC(2) Pause Final Roots 0.015ms\n";" is 189.,349
imp,com.tagtraum.perf.gcviewer.imp,TestDataReaderUJLShenandoah,testPauseFinalRoots,Magic Number,The method contains a magic number: 0.000015,349
imp,com.tagtraum.perf.gcviewer.imp,TestDataReaderUJLShenandoah,testPauseFinalRoots,Magic Number,The method contains a magic number: 0.0000001,349
imp,com.tagtraum.perf.gcviewer.imp,TestDataReaderUJLShenandoah,testConcurrentUncommit,Long Statement,The length of the statement "String logString="[2019-09-28T14:32:52.483+0000][1.203s][info][gc`start ] Concurrent uncommit\n" + "[2019-09-28T14:32:52.496+0000][1.215s][info][gc ] Concurrent uncommit 3M->3M(16M) 12.181ms\n" + "[2019-09-28T14:32:52.565+0000][1.284s][info][gc ] Trigger: Learning 2 of 5. Free (88M) is below initial threshold (89M)\n"+ "[2019-09-28T14:32:52.565+0000][1.284s][info][gc`ergo ] Free: 88M (47 regions)` Max regular: 2048K` Max humongous: 77824K` External frag: 15%` Internal frag: 5%\n"+ "[2019-09-28T14:32:52.565+0000][1.284s][info][gc`ergo ] Evacuation Reserve: 8M (4 regions)` Max regular: 2048K\n";" is 600.,363
imp,com.tagtraum.perf.gcviewer.imp,TestDataReaderUJLShenandoah,testConcurrentUncommit,Magic Number,The method contains a magic number: 0.012181,363
imp,com.tagtraum.perf.gcviewer.imp,TestDataReaderUJLShenandoah,testConcurrentUncommit,Magic Number,The method contains a magic number: 0.0000001,363
imp,com.tagtraum.perf.gcviewer.imp,TestDataReaderUJLShenandoah,testConcurrentUncommit,Magic Number,The method contains a magic number: 3,363
imp,com.tagtraum.perf.gcviewer.imp,TestDataReaderUJLShenandoah,testConcurrentUncommit,Magic Number,The method contains a magic number: 1024,363
imp,com.tagtraum.perf.gcviewer.imp,TestDataReaderUJLShenandoah,testPauseDegeneratedGc,Magic Number,The method contains a magic number: 2,379
imp,com.tagtraum.perf.gcviewer.imp,TestDataReaderUJLShenandoah,testPauseDegeneratedGc,Magic Number,The method contains a magic number: 0.011373,379
imp,com.tagtraum.perf.gcviewer.imp,TestDataReaderUJLShenandoah,testPauseDegeneratedGc,Magic Number,The method contains a magic number: 0.0000001,379
imp,com.tagtraum.perf.gcviewer.imp,TestDataReaderUJLShenandoah,testPauseDegeneratedGc,Magic Number,The method contains a magic number: 119,379
imp,com.tagtraum.perf.gcviewer.imp,TestDataReaderUJLShenandoah,testPauseDegeneratedGc,Magic Number,The method contains a magic number: 1024,379
imp,com.tagtraum.perf.gcviewer.imp,TestDataReaderUJLShenandoah,testPauseDegeneratedGc,Magic Number,The method contains a magic number: 56,379
imp,com.tagtraum.perf.gcviewer.imp,TestDataReaderUJLShenandoah,testPauseDegeneratedGc,Magic Number,The method contains a magic number: 1024,379
imp,com.tagtraum.perf.gcviewer.imp,TestDataReaderUJLShenandoah,testPauseDegeneratedGc,Magic Number,The method contains a magic number: 124,379
imp,com.tagtraum.perf.gcviewer.imp,TestDataReaderUJLShenandoah,testPauseDegeneratedGc,Magic Number,The method contains a magic number: 1024,379
imp,com.tagtraum.perf.gcviewer.imp,TestDataReaderUJLShenandoah,testParseFullGcWithPhases,Long Statement,The length of the statement "String logString="[1`331s][info][gc`start ] GC(0) Pause Full (System.gc())\n" + "[1`332s][info][gc`phases`start ] GC(0) Phase 1: Mark live objects\n" + "[1`334s][info][gc`stringtable ] GC(0) Cleaned string and symbol table` strings: 1755 processed` 19 removed` symbols: 23807 processed` 0 removed\n"+ "[1`334s][info][gc`phases ] GC(0) Phase 1: Mark live objects 2`911ms\n"+ "[1`334s][info][gc`phases`start ] GC(0) Phase 2: Compute new object addresses\n"+ "[1`335s][info][gc`phases ] GC(0) Phase 2: Compute new object addresses 0`501ms\n"+ "[1`335s][info][gc`phases`start ] GC(0) Phase 3: Adjust pointers\n"+ "[1`336s][info][gc`phases ] GC(0) Phase 3: Adjust pointers 1`430ms\n"+ "[1`336s][info][gc`phases`start ] GC(0) Phase 4: Move objects\n"+ "[1`337s][info][gc`phases ] GC(0) Phase 4: Move objects 0`619ms\n"+ "[1`337s][info][gc ] GC(0) Pause Full (System.gc()) 10M->1M(128M) 5`636ms\n";" is 891.,391
