Project Name,Package Name,Type Name,Method Name,Implementation Smell,Cause of the Smell,Method start line no
GCViewer,com.tagtraum.perf.gcviewer,UnittestHelper,toKiloBytes,Magic Number,The method contains a magic number: 1024,115
GCViewer,com.tagtraum.perf.gcviewer,UnittestHelper,testMemoryPauseEvent,Long Parameter List,The method has 9 parameters. ,173
GCViewer,com.tagtraum.perf.gcviewer,UnittestHelper,testMemoryPauseEvent,Magic Number,The method contains a magic number: 0.00001,173
GCViewer,com.tagtraum.perf.gcviewer,GCOutputProducer,main,Magic Number,The method contains a magic number: 100,23
GCViewer,com.tagtraum.perf.gcviewer,GCViewer,doMain,Magic Number,The method contains a magic number: 3,49
GCViewer,com.tagtraum.perf.gcviewer,GCViewer,doMain,Magic Number,The method contains a magic number: 2,49
GCViewer,com.tagtraum.perf.gcviewer,GCViewer,usage,Long Statement,The length of the statement "System.out.println("java -jar gcviewer.jar [<gc-log-file|url>];[<gc-log-file|url>];[...] -> opens gui and loads given files as series of rotated logfiles");" is 156.,110
GCViewer,com.tagtraum.perf.gcviewer,GCViewer,usage,Long Statement,The length of the statement "System.out.println("java -jar gcviewer.jar [<gc-log-file|url>];[<gc-log-file|url>];[...] [<export.csv>] -> cmdline: loads given files as series of rotated logfiles and writes report to <export.csv>");" is 200.,110
GCViewer,com.tagtraum.perf.gcviewer,GCViewer,usage,Long Statement,The length of the statement "System.out.println("java -jar gcviewer.jar [<gc-log-file>] [<export.csv>] [<chart.png>] -> cmdline: writes report to <export.csv> and renders gc chart to <chart.png>");" is 168.,110
GCViewer,com.tagtraum.perf.gcviewer,GCViewer,usage,Long Statement,The length of the statement "System.out.println("java -jar gcviewer.jar [<gc-log-file|url>];[<gc-log-file|url>];[...] [<export.csv>] [<chart.png>] -> cmdline: loads given files as series of rotated logfiles and writes report to <export.csv> and renders gc chart to <chart.png>");" is 250.,110
GCViewer,com.tagtraum.perf.gcviewer,GCViewer,usage,Long Statement,The length of the statement "System.out.println("java -jar gcviewer.jar [<gc-log-file|url>] [<export.csv>] [<chart.png>] [-t <SUMMARY` CSV` CSV_TS` PLAIN` SIMPLE>]");" is 137.,110
