Project Name,Package Name,Type Name,Method Name,Test Smell,Cause of the Smell
GCViewer,com.tagtraum.perf.gcviewer.imp,TestDataReaderSun1_8_0G1,youngInitialMarkMetadataThreshold,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 3
GCViewer,com.tagtraum.perf.gcviewer.imp,TestDataReaderSun1_8_0G1,youngInitialMarkMetadataThreshold,Eager test,The tool detected the smell in this test method because the test checks the results of more than one method from class under test. The called methods are: com.tagtraum.perf.gcviewer.imp.DataReader.read; com.tagtraum.perf.gcviewer.model.GCModel.size; com.tagtraum.perf.gcviewer.model.GCResource.getLogger; com.tagtraum.perf.gcviewer.model.AbstractGCEvent.getPause; com.tagtraum.perf.gcviewer.model.GCModel.get
GCViewer,com.tagtraum.perf.gcviewer.imp,TestDataReaderSun1_8_0G1,doubleTimeStamp,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 4
GCViewer,com.tagtraum.perf.gcviewer.imp,TestDataReaderSun1_8_0G1,doubleTimeStamp,Eager test,The tool detected the smell in this test method because the test checks the results of more than one method from class under test. The called methods are: com.tagtraum.perf.gcviewer.imp.DataReader.read; com.tagtraum.perf.gcviewer.model.GCModel.size; com.tagtraum.perf.gcviewer.model.GCResource.getLogger
GCViewer,com.tagtraum.perf.gcviewer.imp,TestDataReaderSun1_8_0G1,ignorePrintStringDeduplicationStatistics,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 3
GCViewer,com.tagtraum.perf.gcviewer.imp,TestDataReaderSun1_8_0G1,ignorePrintStringDeduplicationStatistics,Eager test,The tool detected the smell in this test method because the test checks the results of more than one method from class under test. The called methods are: com.tagtraum.perf.gcviewer.imp.DataReader.read; com.tagtraum.perf.gcviewer.model.GCModel.size; com.tagtraum.perf.gcviewer.model.GCResource.getLogger; com.tagtraum.perf.gcviewer.model.AbstractGCEvent.getExtendedType; com.tagtraum.perf.gcviewer.model.GCModel.get
GCViewer,com.tagtraum.perf.gcviewer.imp,TestDataReaderSun1_8_0G1,printGCID,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 5
GCViewer,com.tagtraum.perf.gcviewer.imp,TestDataReaderSun1_8_0G1,printGCID,Eager test,The tool detected the smell in this test method because the test checks the results of more than one method from class under test. The called methods are: com.tagtraum.perf.gcviewer.imp.DataReader.read; com.tagtraum.perf.gcviewer.model.GCModel.size; com.tagtraum.perf.gcviewer.model.GCResource.getLogger; com.tagtraum.perf.gcviewer.model.AbstractGCEvent.getTypeAsString; com.tagtraum.perf.gcviewer.model.AbstractGCEvent.getPause; com.tagtraum.perf.gcviewer.model.GCModel.get; com.tagtraum.perf.gcviewer.model.AbstractGCEvent.getPreUsed
GCViewer,com.tagtraum.perf.gcviewer.imp,TestDataReaderSun1_6_0,testPrintGCDateStamps,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 3
GCViewer,com.tagtraum.perf.gcviewer.imp,TestDataReaderSun1_6_0,testPrintGCDateStamps,Eager test,The tool detected the smell in this test method because the test checks the results of more than one method from class under test. The called methods are: com.tagtraum.perf.gcviewer.imp.DataReader.read; com.tagtraum.perf.gcviewer.model.GCModel.getGCPause; com.tagtraum.perf.gcviewer.math.DoubleData.getMax; com.tagtraum.perf.gcviewer.model.GCModel.hasDateStamp; com.tagtraum.perf.gcviewer.model.GCModel.getFirstDateStamp
GCViewer,com.tagtraum.perf.gcviewer.imp,TestDataReaderSun1_6_0,testCMSConcurrentModeFailureDate,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 2
GCViewer,com.tagtraum.perf.gcviewer.imp,TestDataReaderSun1_6_0,testCMSConcurrentModeFailureDate,Eager test,The tool detected the smell in this test method because the test checks the results of more than one method from class under test. The called methods are: com.tagtraum.perf.gcviewer.imp.DataReader.read; com.tagtraum.perf.gcviewer.model.GCModel.size; com.tagtraum.perf.gcviewer.model.GCModel.getFullGCPause; com.tagtraum.perf.gcviewer.math.DoubleData.getMax
GCViewer,com.tagtraum.perf.gcviewer.imp,TestDataReaderSun1_6_0,testCMSConcurrentModeFailure,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 2
GCViewer,com.tagtraum.perf.gcviewer.imp,TestDataReaderSun1_6_0,testCMSConcurrentModeFailure,Eager test,The tool detected the smell in this test method because the test checks the results of more than one method from class under test. The called methods are: com.tagtraum.perf.gcviewer.imp.DataReader.read; com.tagtraum.perf.gcviewer.model.GCModel.size; com.tagtraum.perf.gcviewer.model.GCModel.getFullGCPause; com.tagtraum.perf.gcviewer.math.DoubleData.getMax
GCViewer,com.tagtraum.perf.gcviewer.imp,TestDataReaderSun1_6_0,testCMSConcurrentModeFailureCmsAbortPreclean,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 2
GCViewer,com.tagtraum.perf.gcviewer.imp,TestDataReaderSun1_6_0,testCMSConcurrentModeFailureCmsAbortPreclean,Eager test,The tool detected the smell in this test method because the test checks the results of more than one method from class under test. The called methods are: com.tagtraum.perf.gcviewer.imp.DataReader.read; com.tagtraum.perf.gcviewer.model.GCModel.size; com.tagtraum.perf.gcviewer.model.GCModel.getFullGCPause; com.tagtraum.perf.gcviewer.math.DoubleData.getMax
GCViewer,com.tagtraum.perf.gcviewer.imp,TestDataReaderSun1_6_0,testCMSFullGcCmsInterrupted,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 3
GCViewer,com.tagtraum.perf.gcviewer.imp,TestDataReaderSun1_6_0,testCMSFullGcCmsInterrupted,Eager test,The tool detected the smell in this test method because the test checks the results of more than one method from class under test. The called methods are: com.tagtraum.perf.gcviewer.imp.DataReader.read; com.tagtraum.perf.gcviewer.math.DoubleData.getSum; com.tagtraum.perf.gcviewer.math.DoubleData.getN; com.tagtraum.perf.gcviewer.model.GCModel.getPause; com.tagtraum.perf.gcviewer.model.GCModel.getFullGCPause; com.tagtraum.perf.gcviewer.model.GCModel.get; com.tagtraum.perf.gcviewer.model.AbstractGCEvent.isSystem
GCViewer,com.tagtraum.perf.gcviewer.imp,TestDataReaderSun1_6_0,testCMSAbortingPrecleanTimestamp,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 2
GCViewer,com.tagtraum.perf.gcviewer.imp,TestDataReaderSun1_6_0,testCMSAbortingPrecleanTimestamp,Eager test,The tool detected the smell in this test method because the test checks the results of more than one method from class under test. The called methods are: com.tagtraum.perf.gcviewer.imp.DataReader.read; com.tagtraum.perf.gcviewer.model.GCModel.size; com.tagtraum.perf.gcviewer.model.GCModel.getConcurrentGCEvents; com.tagtraum.perf.gcviewer.model.AbstractGCEvent.getPause
GCViewer,com.tagtraum.perf.gcviewer.imp,TestDataReaderSun1_6_0,testCMSAbortingPrecleanDatestamp,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 2
GCViewer,com.tagtraum.perf.gcviewer.imp,TestDataReaderSun1_6_0,testCMSAbortingPrecleanDatestamp,Eager test,The tool detected the smell in this test method because the test checks the results of more than one method from class under test. The called methods are: com.tagtraum.perf.gcviewer.imp.DataReader.read; com.tagtraum.perf.gcviewer.model.GCModel.size; com.tagtraum.perf.gcviewer.model.GCModel.getConcurrentGCEvents; com.tagtraum.perf.gcviewer.model.AbstractGCEvent.getPause
GCViewer,com.tagtraum.perf.gcviewer.imp,TestDataReaderSun1_6_0,testFullGcIncrementalTimestamp,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 2
GCViewer,com.tagtraum.perf.gcviewer.imp,TestDataReaderSun1_6_0,testFullGcIncrementalTimestamp,Eager test,The tool detected the smell in this test method because the test checks the results of more than one method from class under test. The called methods are: com.tagtraum.perf.gcviewer.imp.DataReader.read; com.tagtraum.perf.gcviewer.model.GCModel.size; com.tagtraum.perf.gcviewer.math.DoubleData.getSum; com.tagtraum.perf.gcviewer.model.GCModel.getFullGCPause
GCViewer,com.tagtraum.perf.gcviewer.imp,TestDataReaderSun1_6_0,testFullGcIncrementalTimestamp2,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 2
GCViewer,com.tagtraum.perf.gcviewer.imp,TestDataReaderSun1_6_0,testFullGcIncrementalTimestamp2,Eager test,The tool detected the smell in this test method because the test checks the results of more than one method from class under test. The called methods are: com.tagtraum.perf.gcviewer.imp.DataReader.read; com.tagtraum.perf.gcviewer.model.GCModel.size; com.tagtraum.perf.gcviewer.math.DoubleData.getSum; com.tagtraum.perf.gcviewer.model.GCModel.getFullGCPause
GCViewer,com.tagtraum.perf.gcviewer.imp,TestDataReaderSun1_6_0,testCmsRemarkDatestamp,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 2
GCViewer,com.tagtraum.perf.gcviewer.imp,TestDataReaderSun1_6_0,testCmsRemarkDatestamp,Eager test,The tool detected the smell in this test method because the test checks the results of more than one method from class under test. The called methods are: com.tagtraum.perf.gcviewer.imp.DataReader.read; com.tagtraum.perf.gcviewer.model.GCModel.size; com.tagtraum.perf.gcviewer.model.GCModel.getGCPause; com.tagtraum.perf.gcviewer.math.DoubleData.getSum
GCViewer,com.tagtraum.perf.gcviewer.imp,TestDataReaderSun1_6_0,testCmsRemarkTimestamp,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 2
GCViewer,com.tagtraum.perf.gcviewer.imp,TestDataReaderSun1_6_0,testCmsRemarkTimestamp,Eager test,The tool detected the smell in this test method because the test checks the results of more than one method from class under test. The called methods are: com.tagtraum.perf.gcviewer.imp.DataReader.read; com.tagtraum.perf.gcviewer.model.GCModel.size; com.tagtraum.perf.gcviewer.model.GCModel.getGCPause; com.tagtraum.perf.gcviewer.math.DoubleData.getSum
GCViewer,com.tagtraum.perf.gcviewer.imp,TestDataReaderSun1_6_0,testCmsRemarkSerial,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 2
GCViewer,com.tagtraum.perf.gcviewer.imp,TestDataReaderSun1_6_0,testCmsRemarkSerial,Eager test,The tool detected the smell in this test method because the test checks the results of more than one method from class under test. The called methods are: com.tagtraum.perf.gcviewer.imp.DataReader.read; com.tagtraum.perf.gcviewer.model.GCModel.size; com.tagtraum.perf.gcviewer.model.GCModel.getGCPause; com.tagtraum.perf.gcviewer.math.DoubleData.getSum
GCViewer,com.tagtraum.perf.gcviewer.imp,TestDataReaderSun1_6_0,testFullGcIncrementalDatestamp,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 2
GCViewer,com.tagtraum.perf.gcviewer.imp,TestDataReaderSun1_6_0,testFullGcIncrementalDatestamp,Eager test,The tool detected the smell in this test method because the test checks the results of more than one method from class under test. The called methods are: com.tagtraum.perf.gcviewer.imp.DataReader.read; com.tagtraum.perf.gcviewer.model.GCModel.size; com.tagtraum.perf.gcviewer.math.DoubleData.getSum; com.tagtraum.perf.gcviewer.model.GCModel.getFullGCPause
GCViewer,com.tagtraum.perf.gcviewer.imp,TestDataReaderSun1_6_0,testFullGcIncrementalDatestamp2,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 2
GCViewer,com.tagtraum.perf.gcviewer.imp,TestDataReaderSun1_6_0,testFullGcIncrementalDatestamp2,Eager test,The tool detected the smell in this test method because the test checks the results of more than one method from class under test. The called methods are: com.tagtraum.perf.gcviewer.imp.DataReader.read; com.tagtraum.perf.gcviewer.model.GCModel.size; com.tagtraum.perf.gcviewer.math.DoubleData.getSum; com.tagtraum.perf.gcviewer.model.GCModel.getFullGCPause
GCViewer,com.tagtraum.perf.gcviewer.imp,TestDataReaderSun1_6_0,testMixedLineTimestamp,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 2
GCViewer,com.tagtraum.perf.gcviewer.imp,TestDataReaderSun1_6_0,testMixedLineTimestamp,Eager test,The tool detected the smell in this test method because the test checks the results of more than one method from class under test. The called methods are: com.tagtraum.perf.gcviewer.imp.DataReader.read; com.tagtraum.perf.gcviewer.model.GCModel.size; com.tagtraum.perf.gcviewer.model.GCModel.getGCPause; com.tagtraum.perf.gcviewer.math.DoubleData.getSum
GCViewer,com.tagtraum.perf.gcviewer.imp,TestDataReaderSun1_6_0,testFullGcSystem,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 2
GCViewer,com.tagtraum.perf.gcviewer.imp,TestDataReaderSun1_6_0,testFullGcSystem,Eager test,The tool detected the smell in this test method because the test checks the results of more than one method from class under test. The called methods are: com.tagtraum.perf.gcviewer.imp.DataReader.read; com.tagtraum.perf.gcviewer.model.GCModel.size; com.tagtraum.perf.gcviewer.math.DoubleData.getSum; com.tagtraum.perf.gcviewer.model.GCModel.getFullGCPause
GCViewer,com.tagtraum.perf.gcviewer.imp,TestDataReaderSun1_6_0,testCmsConcurrentMarkStart,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 2
GCViewer,com.tagtraum.perf.gcviewer.imp,TestDataReaderSun1_6_0,testCmsConcurrentMarkStart,Eager test,The tool detected the smell in this test method because the test checks the results of more than one method from class under test. The called methods are: com.tagtraum.perf.gcviewer.imp.DataReader.read; com.tagtraum.perf.gcviewer.model.GCModel.size; com.tagtraum.perf.gcviewer.math.DoubleData.getSum; com.tagtraum.perf.gcviewer.model.GCModel.getFullGCPause
GCViewer,com.tagtraum.perf.gcviewer.imp,TestDataReaderSun1_6_0,testCmsInitiatingOccupancyFraction,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 2
GCViewer,com.tagtraum.perf.gcviewer.imp,TestDataReaderSun1_6_0,testCmsInitiatingOccupancyFraction,Eager test,The tool detected the smell in this test method because the test checks the results of more than one method from class under test. The called methods are: com.tagtraum.perf.gcviewer.imp.DataReader.read; com.tagtraum.perf.gcviewer.model.GCModel.size; com.tagtraum.perf.gcviewer.math.DoubleData.average; com.tagtraum.perf.gcviewer.model.GCModel.getCmsInitiatingOccupancyFraction
GCViewer,com.tagtraum.perf.gcviewer.imp,TestDataReaderSun1_6_0,testMixedLineWithEmptyLine,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 3
GCViewer,com.tagtraum.perf.gcviewer.imp,TestDataReaderSun1_6_0,testMixedLineWithEmptyLine,Eager test,The tool detected the smell in this test method because the test checks the results of more than one method from class under test. The called methods are: com.tagtraum.perf.gcviewer.imp.DataReader.read; com.tagtraum.perf.gcviewer.model.GCModel.size; com.tagtraum.perf.gcviewer.model.GCModel.getGCPause; com.tagtraum.perf.gcviewer.model.GCModel.getPromotion; com.tagtraum.perf.gcviewer.math.IntData.getMax; com.tagtraum.perf.gcviewer.math.DoubleData.getMax
GCViewer,com.tagtraum.perf.gcviewer.imp,TestDataReaderSun1_6_0,testPrintTenuringDistribution,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 3
GCViewer,com.tagtraum.perf.gcviewer.imp,TestDataReaderSun1_6_0,testPrintTenuringDistribution,Eager test,The tool detected the smell in this test method because the test checks the results of more than one method from class under test. The called methods are: com.tagtraum.perf.gcviewer.imp.DataReader.read; com.tagtraum.perf.gcviewer.model.GCModel.size; com.tagtraum.perf.gcviewer.model.GCModel.getGCPause; com.tagtraum.perf.gcviewer.model.GCModel.getPromotion; com.tagtraum.perf.gcviewer.math.IntData.getMax; com.tagtraum.perf.gcviewer.math.DoubleData.getMax
GCViewer,com.tagtraum.perf.gcviewer.imp,TestDataReaderSun1_6_0,testPrintTenuringDistributionPromotionFailed,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 2
GCViewer,com.tagtraum.perf.gcviewer.imp,TestDataReaderSun1_6_0,testPrintTenuringDistributionPromotionFailed,Eager test,The tool detected the smell in this test method because the test checks the results of more than one method from class under test. The called methods are: com.tagtraum.perf.gcviewer.imp.DataReader.read; com.tagtraum.perf.gcviewer.model.GCModel.size; com.tagtraum.perf.gcviewer.model.GCModel.getFullGCPause; com.tagtraum.perf.gcviewer.math.DoubleData.getMax
GCViewer,com.tagtraum.perf.gcviewer.imp,TestDataReaderSun1_6_0,testPrintTenuringDistributionPromotionFailedConcurrentModeFailure,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 2
GCViewer,com.tagtraum.perf.gcviewer.imp,TestDataReaderSun1_6_0,testPrintTenuringDistributionPromotionFailedConcurrentModeFailure,Eager test,The tool detected the smell in this test method because the test checks the results of more than one method from class under test. The called methods are: com.tagtraum.perf.gcviewer.imp.DataReader.read; com.tagtraum.perf.gcviewer.model.GCModel.size; com.tagtraum.perf.gcviewer.model.GCModel.getFullGCPause; com.tagtraum.perf.gcviewer.math.DoubleData.getMax
GCViewer,com.tagtraum.perf.gcviewer.imp,TestDataReaderSun1_6_0,testLineMixesPrintTenuringDistribution,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 2
GCViewer,com.tagtraum.perf.gcviewer.imp,TestDataReaderSun1_6_0,testLineMixesPrintTenuringDistribution,Eager test,The tool detected the smell in this test method because the test checks the results of more than one method from class under test. The called methods are: com.tagtraum.perf.gcviewer.imp.DataReader.read; com.tagtraum.perf.gcviewer.model.GCModel.size; com.tagtraum.perf.gcviewer.model.GCModel.getGCPause; com.tagtraum.perf.gcviewer.math.DoubleData.getMax
GCViewer,com.tagtraum.perf.gcviewer.imp,TestDataReaderSun1_6_0,testCmsMemory,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 21
GCViewer,com.tagtraum.perf.gcviewer.imp,TestDataReaderSun1_6_0,testCmsMemory,Eager test,The tool detected the smell in this test method because the test checks the results of more than one method from class under test. The called methods are: com.tagtraum.perf.gcviewer.model.GCModel.getHeapAllocatedSizes; com.tagtraum.perf.gcviewer.imp.DataReader.read; com.tagtraum.perf.gcviewer.model.GCModel.getHeapUsedSizes; com.tagtraum.perf.gcviewer.math.IntData.getSum; com.tagtraum.perf.gcviewer.model.GCModel.getPromotion; com.tagtraum.perf.gcviewer.math.IntData.getMax; com.tagtraum.perf.gcviewer.math.IntData.average; com.tagtraum.perf.gcviewer.model.GCModel.getTenuredUsedSizes; com.tagtraum.perf.gcviewer.model.GCModel.getPermAllocatedSizes; com.tagtraum.perf.gcviewer.model.GCModel.getPermUsedSizes; com.tagtraum.perf.gcviewer.model.GCModel.getYoungUsedSizes; com.tagtraum.perf.gcviewer.model.GCModel.size; com.tagtraum.perf.gcviewer.math.IntData.getMin; com.tagtraum.perf.gcviewer.model.GCModel.getTenuredAllocatedSizes; com.tagtraum.perf.gcviewer.model.GCModel.getFootprintAfterFullGC; com.tagtraum.perf.gcviewer.model.GCModel.getYoungAllocatedSizes; com.tagtraum.perf.gcviewer.math.IntData.getN
GCViewer,com.tagtraum.perf.gcviewer.imp,TestDataReaderSun1_6_0,testPrintHeapAtGC,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 3
GCViewer,com.tagtraum.perf.gcviewer.imp,TestDataReaderSun1_6_0,testPrintHeapAtGC,Eager test,The tool detected the smell in this test method because the test checks the results of more than one method from class under test. The called methods are: com.tagtraum.perf.gcviewer.imp.DataReader.read; com.tagtraum.perf.gcviewer.model.GCModel.size; com.tagtraum.perf.gcviewer.model.GCResource.getLogger; com.tagtraum.perf.gcviewer.math.DoubleData.getMin; com.tagtraum.perf.gcviewer.model.GCModel.getGCPause; com.tagtraum.perf.gcviewer.model.GCResource.getResourceName
GCViewer,com.tagtraum.perf.gcviewer.imp,TestDataReaderSun1_6_0,testAdaptiveSizePolicy,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 5
GCViewer,com.tagtraum.perf.gcviewer.imp,TestDataReaderSun1_6_0,testAdaptiveSizePolicy,Eager test,The tool detected the smell in this test method because the test checks the results of more than one method from class under test. The called methods are: com.tagtraum.perf.gcviewer.imp.DataReader.read; com.tagtraum.perf.gcviewer.model.GCModel.size; com.tagtraum.perf.gcviewer.model.GCModel.getGCPause; com.tagtraum.perf.gcviewer.model.GCModel.getFootprintAfterFullGC; com.tagtraum.perf.gcviewer.math.IntData.getMax; com.tagtraum.perf.gcviewer.model.GCModel.getFullGCPause; com.tagtraum.perf.gcviewer.math.DoubleData.getMax; com.tagtraum.perf.gcviewer.math.IntData.getN
GCViewer,com.tagtraum.perf.gcviewer.imp,TestDataReaderSun1_6_0,testAdaptiveSizePolicyFullSystemGc,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 3
GCViewer,com.tagtraum.perf.gcviewer.imp,TestDataReaderSun1_6_0,testAdaptiveSizePolicyFullSystemGc,Eager test,The tool detected the smell in this test method because the test checks the results of more than one method from class under test. The called methods are: com.tagtraum.perf.gcviewer.imp.DataReader.read; com.tagtraum.perf.gcviewer.model.GCModel.size; com.tagtraum.perf.gcviewer.model.GCModel.getFullGCPause; com.tagtraum.perf.gcviewer.math.DoubleData.getMax; com.tagtraum.perf.gcviewer.model.GCModel.get; com.tagtraum.perf.gcviewer.model.AbstractGCEvent.isSystem
GCViewer,com.tagtraum.perf.gcviewer.imp,TestDataReaderSun1_6_0,testPrintWithoutUseAdaptiveSizePolicy,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 2
GCViewer,com.tagtraum.perf.gcviewer.imp,TestDataReaderSun1_6_0,testPrintWithoutUseAdaptiveSizePolicy,Eager test,The tool detected the smell in this test method because the test checks the results of more than one method from class under test. The called methods are: com.tagtraum.perf.gcviewer.imp.DataReader.read; com.tagtraum.perf.gcviewer.model.GCModel.size; com.tagtraum.perf.gcviewer.model.GCModel.getGCPause; com.tagtraum.perf.gcviewer.math.DoubleData.getMax
GCViewer,com.tagtraum.perf.gcviewer.imp,TestDataReaderSun1_6_0,testCMSScavengeBeforeRemarkTimeStamp,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 5
GCViewer,com.tagtraum.perf.gcviewer.imp,TestDataReaderSun1_6_0,testCMSScavengeBeforeRemarkTimeStamp,Eager test,The tool detected the smell in this test method because the test checks the results of more than one method from class under test. The called methods are: com.tagtraum.perf.gcviewer.imp.DataReader.read; com.tagtraum.perf.gcviewer.model.GCModel.size; com.tagtraum.perf.gcviewer.model.AbstractGCEvent.getTypeAsString; com.tagtraum.perf.gcviewer.model.AbstractGCEvent.getPause; com.tagtraum.perf.gcviewer.model.GCModel.get
GCViewer,com.tagtraum.perf.gcviewer.imp,TestDataReaderSun1_6_0,testCMSScavengeBeforeRemarkDateStamp,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 5
GCViewer,com.tagtraum.perf.gcviewer.imp,TestDataReaderSun1_6_0,testCMSScavengeBeforeRemarkDateStamp,Eager test,The tool detected the smell in this test method because the test checks the results of more than one method from class under test. The called methods are: com.tagtraum.perf.gcviewer.imp.DataReader.read; com.tagtraum.perf.gcviewer.model.GCModel.size; com.tagtraum.perf.gcviewer.model.AbstractGCEvent.getTypeAsString; com.tagtraum.perf.gcviewer.model.AbstractGCEvent.getPause; com.tagtraum.perf.gcviewer.model.GCModel.get
GCViewer,com.tagtraum.perf.gcviewer.imp,TestDataReaderSun1_6_0,testCMSScavengeBeforeRemarkWithPrintTenuringDistribution,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 5
GCViewer,com.tagtraum.perf.gcviewer.imp,TestDataReaderSun1_6_0,testCMSScavengeBeforeRemarkWithPrintTenuringDistribution,Eager test,The tool detected the smell in this test method because the test checks the results of more than one method from class under test. The called methods are: com.tagtraum.perf.gcviewer.imp.DataReader.read; com.tagtraum.perf.gcviewer.model.GCModel.size; com.tagtraum.perf.gcviewer.model.AbstractGCEvent.getTypeAsString; com.tagtraum.perf.gcviewer.model.AbstractGCEvent.getPause; com.tagtraum.perf.gcviewer.model.GCModel.get
GCViewer,com.tagtraum.perf.gcviewer.imp,TestDataReaderSun1_6_0,testPSWithoutPrintTimeStamp,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 5
GCViewer,com.tagtraum.perf.gcviewer.imp,TestDataReaderSun1_6_0,testPSWithoutPrintTimeStamp,Eager test,The tool detected the smell in this test method because the test checks the results of more than one method from class under test. The called methods are: com.tagtraum.perf.gcviewer.model.GCModel.getHeapAllocatedSizes; com.tagtraum.perf.gcviewer.imp.DataReader.read; com.tagtraum.perf.gcviewer.model.GCModel.size; com.tagtraum.perf.gcviewer.model.GCModel.getGCPause; com.tagtraum.perf.gcviewer.math.IntData.getMax; com.tagtraum.perf.gcviewer.math.DoubleData.getMax; com.tagtraum.perf.gcviewer.model.GCModel.get; com.tagtraum.perf.gcviewer.model.AbstractGCEvent.getTimestamp
GCViewer,com.tagtraum.perf.gcviewer.imp,TestDataReaderSun1_6_0,testCMSWithoutPrintTimeStamp,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 3
GCViewer,com.tagtraum.perf.gcviewer.imp,TestDataReaderSun1_6_0,testCMSWithoutPrintTimeStamp,Eager test,The tool detected the smell in this test method because the test checks the results of more than one method from class under test. The called methods are: com.tagtraum.perf.gcviewer.model.GCModel.getHeapAllocatedSizes; com.tagtraum.perf.gcviewer.imp.DataReader.read; com.tagtraum.perf.gcviewer.model.GCModel.size; com.tagtraum.perf.gcviewer.model.GCModel.getGCPause; com.tagtraum.perf.gcviewer.math.IntData.getMax; com.tagtraum.perf.gcviewer.math.DoubleData.getMax
GCViewer,com.tagtraum.perf.gcviewer.imp,TestDataReaderSun1_6_0,testCMSWithoutPrintTimeStampConcurrentModeFailure,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 3
GCViewer,com.tagtraum.perf.gcviewer.imp,TestDataReaderSun1_6_0,testCMSWithoutPrintTimeStampConcurrentModeFailure,Eager test,The tool detected the smell in this test method because the test checks the results of more than one method from class under test. The called methods are: com.tagtraum.perf.gcviewer.model.GCModel.getHeapAllocatedSizes; com.tagtraum.perf.gcviewer.imp.DataReader.read; com.tagtraum.perf.gcviewer.model.GCModel.size; com.tagtraum.perf.gcviewer.math.IntData.getMax; com.tagtraum.perf.gcviewer.model.GCModel.getFullGCPause; com.tagtraum.perf.gcviewer.math.DoubleData.getMax
GCViewer,com.tagtraum.perf.gcviewer.imp,TestDataReaderSun1_6_0,testPSPrintTenuringDistribution,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 3
GCViewer,com.tagtraum.perf.gcviewer.imp,TestDataReaderSun1_6_0,testPSPrintTenuringDistribution,Eager test,The tool detected the smell in this test method because the test checks the results of more than one method from class under test. The called methods are: com.tagtraum.perf.gcviewer.model.GCModel.getHeapAllocatedSizes; com.tagtraum.perf.gcviewer.imp.DataReader.read; com.tagtraum.perf.gcviewer.model.GCModel.size; com.tagtraum.perf.gcviewer.model.GCModel.getGCPause; com.tagtraum.perf.gcviewer.math.IntData.getMax; com.tagtraum.perf.gcviewer.math.DoubleData.getMax
