Project Name,Package Name,Type Name,Testability Smell,Cause of the Smell
GCViewer,com.tagtraum.perf.gcviewer.imp,TestDataReaderSun1_8_0G1,Law of Demeter violation,The tool detected the smell in this method (fullGcWithDetailedSizes) because the method voilates the law of Demeter. The long chain of method invocations is : com.tagtraum.perf.gcviewer.model.AbstractGCEvent.getPreUsed; com.tagtraum.perf.gcviewer.model.GCEvent.getYoung
GCViewer,com.tagtraum.perf.gcviewer.imp,TestDataReaderSun1_8_0G1,Law of Demeter violation,The tool detected the smell in this method (fullGcWithDetailedSizes) because the method voilates the law of Demeter. The long chain of method invocations is : com.tagtraum.perf.gcviewer.model.GCEvent.getTenured; com.tagtraum.perf.gcviewer.model.AbstractGCEvent.getTotal
GCViewer,com.tagtraum.perf.gcviewer.imp,TestDataReaderSun1_8_0G1,Law of Demeter violation,The tool detected the smell in this method (fullGcWithDetailedSizes) because the method voilates the law of Demeter. The long chain of method invocations is : com.tagtraum.perf.gcviewer.model.GCEvent.getPerm; com.tagtraum.perf.gcviewer.model.AbstractGCEvent.getTotal
GCViewer,com.tagtraum.perf.gcviewer.imp,TestDataReaderSun1_8_0G1,Law of Demeter violation,The tool detected the smell in this method (fullGcWithDetailedSizes) because the method voilates the law of Demeter. The long chain of method invocations is : com.tagtraum.perf.gcviewer.model.GCModel.getPermAllocatedSizes; com.tagtraum.perf.gcviewer.math.IntData.getN
GCViewer,com.tagtraum.perf.gcviewer.imp,TestDataReaderSun1_8_0G1,Law of Demeter violation,The tool detected the smell in this method (printGCCauseTenuringDistribution) because the method voilates the law of Demeter. The long chain of method invocations is : com.tagtraum.perf.gcviewer.model.GCModel.getPause; com.tagtraum.perf.gcviewer.math.DoubleData.getSum
GCViewer,com.tagtraum.perf.gcviewer.imp,TestDataReaderSun1_8_0G1,Law of Demeter violation,The tool detected the smell in this method (printHeapAtGC) because the method voilates the law of Demeter. The long chain of method invocations is : com.tagtraum.perf.gcviewer.model.GCModel.getPause; com.tagtraum.perf.gcviewer.math.DoubleData.getSum
GCViewer,com.tagtraum.perf.gcviewer.imp,TestDataReaderSun1_8_0G1,Law of Demeter violation,The tool detected the smell in this method (extendedRemark) because the method voilates the law of Demeter. The long chain of method invocations is : com.tagtraum.perf.gcviewer.model.GCModel.get; com.tagtraum.perf.gcviewer.model.AbstractGCEvent.getPause
GCViewer,com.tagtraum.perf.gcviewer.imp,TestDataReaderSun1_8_0G1,Law of Demeter violation,The tool detected the smell in this method (youngInitialMarkSystemGc) because the method voilates the law of Demeter. The long chain of method invocations is : com.tagtraum.perf.gcviewer.model.GCModel.get; com.tagtraum.perf.gcviewer.model.AbstractGCEvent.getPause
GCViewer,com.tagtraum.perf.gcviewer.imp,TestDataReaderSun1_8_0G1,Law of Demeter violation,The tool detected the smell in this method (youngInitialMarkSystemGc) because the method voilates the law of Demeter. The long chain of method invocations is : com.tagtraum.perf.gcviewer.model.AbstractGCEvent.isSystem; com.tagtraum.perf.gcviewer.model.GCModel.get
GCViewer,com.tagtraum.perf.gcviewer.imp,TestDataReaderSun1_8_0G1,Law of Demeter violation,The tool detected the smell in this method (youngInitialMarkMetadataThreshold) because the method voilates the law of Demeter. The long chain of method invocations is : com.tagtraum.perf.gcviewer.model.GCModel.get; com.tagtraum.perf.gcviewer.model.AbstractGCEvent.getPause
GCViewer,com.tagtraum.perf.gcviewer.imp,TestDataReaderSun1_8_0G1,Law of Demeter violation,The tool detected the smell in this method (ignorePrintStringDeduplicationStatistics) because the method voilates the law of Demeter. The long chain of method invocations is : com.tagtraum.perf.gcviewer.model.GCModel.get; com.tagtraum.perf.gcviewer.model.AbstractGCEvent.getExtendedType
GCViewer,com.tagtraum.perf.gcviewer.imp,TestDataReaderSun1_6_0,Hard-wired Dependency,The tool detected the smell in this class because the class creates objects of concrete classes and uses them. Following concrete classes are instantiated and used: com.tagtraum.perf.gcviewer.imp.DataReader; com.tagtraum.perf.gcviewer.model.GCResource
GCViewer,com.tagtraum.perf.gcviewer.imp,TestDataReaderSun1_6_0,Excessive Dependency,The tool detected the smell in this class because the class depends on too many dependencies. The total number of dependencies is: 10
GCViewer,com.tagtraum.perf.gcviewer.imp,TestDataReaderSun1_6_0,Law of Demeter violation,The tool detected the smell in this method (testPrintGCDateStamps) because the method voilates the law of Demeter. The long chain of method invocations is : com.tagtraum.perf.gcviewer.math.DoubleData.getMax; com.tagtraum.perf.gcviewer.model.GCModel.getGCPause
GCViewer,com.tagtraum.perf.gcviewer.imp,TestDataReaderSun1_6_0,Law of Demeter violation,The tool detected the smell in this method (testCMSPromotionFailed) because the method voilates the law of Demeter. The long chain of method invocations is : com.tagtraum.perf.gcviewer.model.GCModel.getFullGCPause; com.tagtraum.perf.gcviewer.math.DoubleData.getSum
GCViewer,com.tagtraum.perf.gcviewer.imp,TestDataReaderSun1_6_0,Law of Demeter violation,The tool detected the smell in this method (testCMSPromotionFailedPrintPromotionFailure) because the method voilates the law of Demeter. The long chain of method invocations is : com.tagtraum.perf.gcviewer.model.GCModel.getFullGCEvents; com.tagtraum.perf.gcviewer.model.AbstractGCEvent.getTypeAsString
GCViewer,com.tagtraum.perf.gcviewer.imp,TestDataReaderSun1_6_0,Law of Demeter violation,The tool detected the smell in this method (testCMSConcurrentModeFailureDate) because the method voilates the law of Demeter. The long chain of method invocations is : com.tagtraum.perf.gcviewer.math.DoubleData.getMax; com.tagtraum.perf.gcviewer.model.GCModel.getFullGCPause
GCViewer,com.tagtraum.perf.gcviewer.imp,TestDataReaderSun1_6_0,Law of Demeter violation,The tool detected the smell in this method (testCMSConcurrentModeFailure) because the method voilates the law of Demeter. The long chain of method invocations is : com.tagtraum.perf.gcviewer.math.DoubleData.getMax; com.tagtraum.perf.gcviewer.model.GCModel.getFullGCPause
GCViewer,com.tagtraum.perf.gcviewer.imp,TestDataReaderSun1_6_0,Law of Demeter violation,The tool detected the smell in this method (testCMSConcurrentModeFailureCmsAbortPreclean) because the method voilates the law of Demeter. The long chain of method invocations is : com.tagtraum.perf.gcviewer.math.DoubleData.getMax; com.tagtraum.perf.gcviewer.model.GCModel.getFullGCPause
GCViewer,com.tagtraum.perf.gcviewer.imp,TestDataReaderSun1_6_0,Law of Demeter violation,The tool detected the smell in this method (testCMSFullGcCmsInterrupted) because the method voilates the law of Demeter. The long chain of method invocations is : com.tagtraum.perf.gcviewer.model.GCModel.getPause; com.tagtraum.perf.gcviewer.math.DoubleData.getN
GCViewer,com.tagtraum.perf.gcviewer.imp,TestDataReaderSun1_6_0,Law of Demeter violation,The tool detected the smell in this method (testCMSFullGcCmsInterrupted) because the method voilates the law of Demeter. The long chain of method invocations is : com.tagtraum.perf.gcviewer.model.GCModel.getFullGCPause; com.tagtraum.perf.gcviewer.math.DoubleData.getSum
GCViewer,com.tagtraum.perf.gcviewer.imp,TestDataReaderSun1_6_0,Law of Demeter violation,The tool detected the smell in this method (testCMSFullGcCmsInterrupted) because the method voilates the law of Demeter. The long chain of method invocations is : com.tagtraum.perf.gcviewer.model.AbstractGCEvent.isSystem; com.tagtraum.perf.gcviewer.model.GCModel.get
GCViewer,com.tagtraum.perf.gcviewer.imp,TestDataReaderSun1_6_0,Law of Demeter violation,The tool detected the smell in this method (testCMSAbortingPrecleanTimestamp) because the method voilates the law of Demeter. The long chain of method invocations is : com.tagtraum.perf.gcviewer.model.AbstractGCEvent.getPause; com.tagtraum.perf.gcviewer.model.GCModel.getConcurrentGCEvents
GCViewer,com.tagtraum.perf.gcviewer.imp,TestDataReaderSun1_6_0,Law of Demeter violation,The tool detected the smell in this method (testCMSAbortingPrecleanDatestamp) because the method voilates the law of Demeter. The long chain of method invocations is : com.tagtraum.perf.gcviewer.model.AbstractGCEvent.getPause; com.tagtraum.perf.gcviewer.model.GCModel.getConcurrentGCEvents
GCViewer,com.tagtraum.perf.gcviewer.imp,TestDataReaderSun1_6_0,Law of Demeter violation,The tool detected the smell in this method (testFullGcIncrementalTimestamp) because the method voilates the law of Demeter. The long chain of method invocations is : com.tagtraum.perf.gcviewer.model.GCModel.getFullGCPause; com.tagtraum.perf.gcviewer.math.DoubleData.getSum
GCViewer,com.tagtraum.perf.gcviewer.imp,TestDataReaderSun1_6_0,Law of Demeter violation,The tool detected the smell in this method (testFullGcIncrementalTimestamp2) because the method voilates the law of Demeter. The long chain of method invocations is : com.tagtraum.perf.gcviewer.model.GCModel.getFullGCPause; com.tagtraum.perf.gcviewer.math.DoubleData.getSum
GCViewer,com.tagtraum.perf.gcviewer.imp,TestDataReaderSun1_6_0,Law of Demeter violation,The tool detected the smell in this method (testCmsRemarkDatestamp) because the method voilates the law of Demeter. The long chain of method invocations is : com.tagtraum.perf.gcviewer.math.DoubleData.getSum; com.tagtraum.perf.gcviewer.model.GCModel.getGCPause
GCViewer,com.tagtraum.perf.gcviewer.imp,TestDataReaderSun1_6_0,Law of Demeter violation,The tool detected the smell in this method (testCmsRemarkTimestamp) because the method voilates the law of Demeter. The long chain of method invocations is : com.tagtraum.perf.gcviewer.math.DoubleData.getSum; com.tagtraum.perf.gcviewer.model.GCModel.getGCPause
GCViewer,com.tagtraum.perf.gcviewer.imp,TestDataReaderSun1_6_0,Law of Demeter violation,The tool detected the smell in this method (testCmsRemarkSerial) because the method voilates the law of Demeter. The long chain of method invocations is : com.tagtraum.perf.gcviewer.math.DoubleData.getSum; com.tagtraum.perf.gcviewer.model.GCModel.getGCPause
GCViewer,com.tagtraum.perf.gcviewer.imp,TestDataReaderSun1_6_0,Law of Demeter violation,The tool detected the smell in this method (testFullGcIncrementalDatestamp) because the method voilates the law of Demeter. The long chain of method invocations is : com.tagtraum.perf.gcviewer.model.GCModel.getFullGCPause; com.tagtraum.perf.gcviewer.math.DoubleData.getSum
GCViewer,com.tagtraum.perf.gcviewer.imp,TestDataReaderSun1_6_0,Law of Demeter violation,The tool detected the smell in this method (testFullGcIncrementalDatestamp2) because the method voilates the law of Demeter. The long chain of method invocations is : com.tagtraum.perf.gcviewer.model.GCModel.getFullGCPause; com.tagtraum.perf.gcviewer.math.DoubleData.getSum
GCViewer,com.tagtraum.perf.gcviewer.imp,TestDataReaderSun1_6_0,Law of Demeter violation,The tool detected the smell in this method (testMixedLineTimestamp) because the method voilates the law of Demeter. The long chain of method invocations is : com.tagtraum.perf.gcviewer.math.DoubleData.getSum; com.tagtraum.perf.gcviewer.model.GCModel.getGCPause
GCViewer,com.tagtraum.perf.gcviewer.imp,TestDataReaderSun1_6_0,Law of Demeter violation,The tool detected the smell in this method (testFullGcSystem) because the method voilates the law of Demeter. The long chain of method invocations is : com.tagtraum.perf.gcviewer.model.GCModel.getFullGCPause; com.tagtraum.perf.gcviewer.math.DoubleData.getSum
GCViewer,com.tagtraum.perf.gcviewer.imp,TestDataReaderSun1_6_0,Law of Demeter violation,The tool detected the smell in this method (testCmsConcurrentMarkStart) because the method voilates the law of Demeter. The long chain of method invocations is : com.tagtraum.perf.gcviewer.model.GCModel.getFullGCPause; com.tagtraum.perf.gcviewer.math.DoubleData.getSum
GCViewer,com.tagtraum.perf.gcviewer.imp,TestDataReaderSun1_6_0,Law of Demeter violation,The tool detected the smell in this method (testCmsInitiatingOccupancyFraction) because the method voilates the law of Demeter. The long chain of method invocations is : com.tagtraum.perf.gcviewer.model.GCModel.getCmsInitiatingOccupancyFraction; com.tagtraum.perf.gcviewer.math.DoubleData.average
GCViewer,com.tagtraum.perf.gcviewer.imp,TestDataReaderSun1_6_0,Law of Demeter violation,The tool detected the smell in this method (testMixedLineWithEmptyLine) because the method voilates the law of Demeter. The long chain of method invocations is : com.tagtraum.perf.gcviewer.math.DoubleData.getMax; com.tagtraum.perf.gcviewer.model.GCModel.getGCPause
GCViewer,com.tagtraum.perf.gcviewer.imp,TestDataReaderSun1_6_0,Law of Demeter violation,The tool detected the smell in this method (testMixedLineWithEmptyLine) because the method voilates the law of Demeter. The long chain of method invocations is : com.tagtraum.perf.gcviewer.math.IntData.getMax; com.tagtraum.perf.gcviewer.model.GCModel.getPromotion
GCViewer,com.tagtraum.perf.gcviewer.imp,TestDataReaderSun1_6_0,Law of Demeter violation,The tool detected the smell in this method (testPrintTenuringDistribution) because the method voilates the law of Demeter. The long chain of method invocations is : com.tagtraum.perf.gcviewer.math.DoubleData.getMax; com.tagtraum.perf.gcviewer.model.GCModel.getGCPause
GCViewer,com.tagtraum.perf.gcviewer.imp,TestDataReaderSun1_6_0,Law of Demeter violation,The tool detected the smell in this method (testPrintTenuringDistribution) because the method voilates the law of Demeter. The long chain of method invocations is : com.tagtraum.perf.gcviewer.math.IntData.getMax; com.tagtraum.perf.gcviewer.model.GCModel.getPromotion
GCViewer,com.tagtraum.perf.gcviewer.imp,TestDataReaderSun1_6_0,Law of Demeter violation,The tool detected the smell in this method (testPrintTenuringDistributionPromotionFailed) because the method voilates the law of Demeter. The long chain of method invocations is : com.tagtraum.perf.gcviewer.math.DoubleData.getMax; com.tagtraum.perf.gcviewer.model.GCModel.getFullGCPause
GCViewer,com.tagtraum.perf.gcviewer.imp,TestDataReaderSun1_6_0,Law of Demeter violation,The tool detected the smell in this method (testPrintTenuringDistributionPromotionFailedConcurrentModeFailure) because the method voilates the law of Demeter. The long chain of method invocations is : com.tagtraum.perf.gcviewer.math.DoubleData.getMax; com.tagtraum.perf.gcviewer.model.GCModel.getFullGCPause
GCViewer,com.tagtraum.perf.gcviewer.imp,TestDataReaderSun1_6_0,Law of Demeter violation,The tool detected the smell in this method (testLineMixesPrintTenuringDistribution) because the method voilates the law of Demeter. The long chain of method invocations is : com.tagtraum.perf.gcviewer.math.DoubleData.getMax; com.tagtraum.perf.gcviewer.model.GCModel.getGCPause
GCViewer,com.tagtraum.perf.gcviewer.imp,TestDataReaderSun1_6_0,Law of Demeter violation,The tool detected the smell in this method (testCmsMemory) because the method voilates the law of Demeter. The long chain of method invocations is : com.tagtraum.perf.gcviewer.math.IntData.getMin; com.tagtraum.perf.gcviewer.model.GCModel.getHeapAllocatedSizes
GCViewer,com.tagtraum.perf.gcviewer.imp,TestDataReaderSun1_6_0,Law of Demeter violation,The tool detected the smell in this method (testCmsMemory) because the method voilates the law of Demeter. The long chain of method invocations is : com.tagtraum.perf.gcviewer.math.IntData.getMax; com.tagtraum.perf.gcviewer.model.GCModel.getHeapAllocatedSizes
GCViewer,com.tagtraum.perf.gcviewer.imp,TestDataReaderSun1_6_0,Law of Demeter violation,The tool detected the smell in this method (testCmsMemory) because the method voilates the law of Demeter. The long chain of method invocations is : com.tagtraum.perf.gcviewer.model.GCModel.getYoungAllocatedSizes; com.tagtraum.perf.gcviewer.math.IntData.getMin
GCViewer,com.tagtraum.perf.gcviewer.imp,TestDataReaderSun1_6_0,Law of Demeter violation,The tool detected the smell in this method (testCmsMemory) because the method voilates the law of Demeter. The long chain of method invocations is : com.tagtraum.perf.gcviewer.model.GCModel.getYoungAllocatedSizes; com.tagtraum.perf.gcviewer.math.IntData.getMax
GCViewer,com.tagtraum.perf.gcviewer.imp,TestDataReaderSun1_6_0,Law of Demeter violation,The tool detected the smell in this method (testCmsMemory) because the method voilates the law of Demeter. The long chain of method invocations is : com.tagtraum.perf.gcviewer.model.GCModel.getTenuredAllocatedSizes; com.tagtraum.perf.gcviewer.math.IntData.getMin
GCViewer,com.tagtraum.perf.gcviewer.imp,TestDataReaderSun1_6_0,Law of Demeter violation,The tool detected the smell in this method (testCmsMemory) because the method voilates the law of Demeter. The long chain of method invocations is : com.tagtraum.perf.gcviewer.math.IntData.getMax; com.tagtraum.perf.gcviewer.model.GCModel.getTenuredAllocatedSizes
GCViewer,com.tagtraum.perf.gcviewer.imp,TestDataReaderSun1_6_0,Law of Demeter violation,The tool detected the smell in this method (testCmsMemory) because the method voilates the law of Demeter. The long chain of method invocations is : com.tagtraum.perf.gcviewer.model.GCModel.getPermAllocatedSizes; com.tagtraum.perf.gcviewer.math.IntData.getMin
GCViewer,com.tagtraum.perf.gcviewer.imp,TestDataReaderSun1_6_0,Law of Demeter violation,The tool detected the smell in this method (testCmsMemory) because the method voilates the law of Demeter. The long chain of method invocations is : com.tagtraum.perf.gcviewer.model.GCModel.getPermAllocatedSizes; com.tagtraum.perf.gcviewer.math.IntData.getMax
GCViewer,com.tagtraum.perf.gcviewer.imp,TestDataReaderSun1_6_0,Law of Demeter violation,The tool detected the smell in this method (testCmsMemory) because the method voilates the law of Demeter. The long chain of method invocations is : com.tagtraum.perf.gcviewer.math.IntData.getMin; com.tagtraum.perf.gcviewer.model.GCModel.getHeapUsedSizes
GCViewer,com.tagtraum.perf.gcviewer.imp,TestDataReaderSun1_6_0,Law of Demeter violation,The tool detected the smell in this method (testCmsMemory) because the method voilates the law of Demeter. The long chain of method invocations is : com.tagtraum.perf.gcviewer.math.IntData.getMax; com.tagtraum.perf.gcviewer.model.GCModel.getHeapUsedSizes
GCViewer,com.tagtraum.perf.gcviewer.imp,TestDataReaderSun1_6_0,Law of Demeter violation,The tool detected the smell in this method (testCmsMemory) because the method voilates the law of Demeter. The long chain of method invocations is : com.tagtraum.perf.gcviewer.math.IntData.getMin; com.tagtraum.perf.gcviewer.model.GCModel.getYoungUsedSizes
GCViewer,com.tagtraum.perf.gcviewer.imp,TestDataReaderSun1_6_0,Law of Demeter violation,The tool detected the smell in this method (testCmsMemory) because the method voilates the law of Demeter. The long chain of method invocations is : com.tagtraum.perf.gcviewer.math.IntData.getMax; com.tagtraum.perf.gcviewer.model.GCModel.getYoungUsedSizes
GCViewer,com.tagtraum.perf.gcviewer.imp,TestDataReaderSun1_6_0,Law of Demeter violation,The tool detected the smell in this method (testCmsMemory) because the method voilates the law of Demeter. The long chain of method invocations is : com.tagtraum.perf.gcviewer.model.GCModel.getTenuredUsedSizes; com.tagtraum.perf.gcviewer.math.IntData.getMin
GCViewer,com.tagtraum.perf.gcviewer.imp,TestDataReaderSun1_6_0,Law of Demeter violation,The tool detected the smell in this method (testCmsMemory) because the method voilates the law of Demeter. The long chain of method invocations is : com.tagtraum.perf.gcviewer.model.GCModel.getTenuredUsedSizes; com.tagtraum.perf.gcviewer.math.IntData.getMax
GCViewer,com.tagtraum.perf.gcviewer.imp,TestDataReaderSun1_6_0,Law of Demeter violation,The tool detected the smell in this method (testCmsMemory) because the method voilates the law of Demeter. The long chain of method invocations is : com.tagtraum.perf.gcviewer.model.GCModel.getPermUsedSizes; com.tagtraum.perf.gcviewer.math.IntData.getMin
GCViewer,com.tagtraum.perf.gcviewer.imp,TestDataReaderSun1_6_0,Law of Demeter violation,The tool detected the smell in this method (testCmsMemory) because the method voilates the law of Demeter. The long chain of method invocations is : com.tagtraum.perf.gcviewer.model.GCModel.getPermUsedSizes; com.tagtraum.perf.gcviewer.math.IntData.getMax
GCViewer,com.tagtraum.perf.gcviewer.imp,TestDataReaderSun1_6_0,Law of Demeter violation,The tool detected the smell in this method (testCmsMemory) because the method voilates the law of Demeter. The long chain of method invocations is : com.tagtraum.perf.gcviewer.math.IntData.average; com.tagtraum.perf.gcviewer.model.GCModel.getPromotion
GCViewer,com.tagtraum.perf.gcviewer.imp,TestDataReaderSun1_6_0,Law of Demeter violation,The tool detected the smell in this method (testCmsMemory) because the method voilates the law of Demeter. The long chain of method invocations is : com.tagtraum.perf.gcviewer.model.GCModel.getPromotion; com.tagtraum.perf.gcviewer.math.IntData.getSum
GCViewer,com.tagtraum.perf.gcviewer.imp,TestDataReaderSun1_6_0,Law of Demeter violation,The tool detected the smell in this method (testCmsMemory) because the method voilates the law of Demeter. The long chain of method invocations is : com.tagtraum.perf.gcviewer.math.IntData.getN; com.tagtraum.perf.gcviewer.model.GCModel.getFootprintAfterFullGC
GCViewer,com.tagtraum.perf.gcviewer.imp,TestDataReaderSun1_6_0,Law of Demeter violation,The tool detected the smell in this method (testCmsMemory) because the method voilates the law of Demeter. The long chain of method invocations is : com.tagtraum.perf.gcviewer.math.IntData.getMax; com.tagtraum.perf.gcviewer.model.GCModel.getFootprintAfterFullGC
GCViewer,com.tagtraum.perf.gcviewer.imp,TestDataReaderSun1_6_0,Law of Demeter violation,The tool detected the smell in this method (testPrintHeapAtGC) because the method voilates the law of Demeter. The long chain of method invocations is : com.tagtraum.perf.gcviewer.model.GCModel.getGCPause; com.tagtraum.perf.gcviewer.math.DoubleData.getMin
GCViewer,com.tagtraum.perf.gcviewer.imp,TestDataReaderSun1_6_0,Law of Demeter violation,The tool detected the smell in this method (testAdaptiveSizePolicy) because the method voilates the law of Demeter. The long chain of method invocations is : com.tagtraum.perf.gcviewer.math.DoubleData.getMax; com.tagtraum.perf.gcviewer.model.GCModel.getGCPause
GCViewer,com.tagtraum.perf.gcviewer.imp,TestDataReaderSun1_6_0,Law of Demeter violation,The tool detected the smell in this method (testAdaptiveSizePolicy) because the method voilates the law of Demeter. The long chain of method invocations is : com.tagtraum.perf.gcviewer.math.DoubleData.getMax; com.tagtraum.perf.gcviewer.model.GCModel.getFullGCPause
GCViewer,com.tagtraum.perf.gcviewer.imp,TestDataReaderSun1_6_0,Law of Demeter violation,The tool detected the smell in this method (testAdaptiveSizePolicy) because the method voilates the law of Demeter. The long chain of method invocations is : com.tagtraum.perf.gcviewer.math.IntData.getN; com.tagtraum.perf.gcviewer.model.GCModel.getFootprintAfterFullGC
GCViewer,com.tagtraum.perf.gcviewer.imp,TestDataReaderSun1_6_0,Law of Demeter violation,The tool detected the smell in this method (testAdaptiveSizePolicy) because the method voilates the law of Demeter. The long chain of method invocations is : com.tagtraum.perf.gcviewer.math.IntData.getMax; com.tagtraum.perf.gcviewer.model.GCModel.getFootprintAfterFullGC
GCViewer,com.tagtraum.perf.gcviewer.imp,TestDataReaderSun1_6_0,Law of Demeter violation,The tool detected the smell in this method (testAdaptiveSizePolicyFullSystemGc) because the method voilates the law of Demeter. The long chain of method invocations is : com.tagtraum.perf.gcviewer.math.DoubleData.getMax; com.tagtraum.perf.gcviewer.model.GCModel.getFullGCPause
GCViewer,com.tagtraum.perf.gcviewer.imp,TestDataReaderSun1_6_0,Law of Demeter violation,The tool detected the smell in this method (testAdaptiveSizePolicyFullSystemGc) because the method voilates the law of Demeter. The long chain of method invocations is : com.tagtraum.perf.gcviewer.model.AbstractGCEvent.isSystem; com.tagtraum.perf.gcviewer.model.GCModel.get
GCViewer,com.tagtraum.perf.gcviewer.imp,TestDataReaderSun1_6_0,Law of Demeter violation,The tool detected the smell in this method (testPrintWithoutUseAdaptiveSizePolicy) because the method voilates the law of Demeter. The long chain of method invocations is : com.tagtraum.perf.gcviewer.math.DoubleData.getMax; com.tagtraum.perf.gcviewer.model.GCModel.getGCPause
GCViewer,com.tagtraum.perf.gcviewer.imp,TestDataReaderSun1_6_0,Law of Demeter violation,The tool detected the smell in this method (testCMSScavengeBeforeRemarkTimeStamp) because the method voilates the law of Demeter. The long chain of method invocations is : com.tagtraum.perf.gcviewer.model.GCModel.get; com.tagtraum.perf.gcviewer.model.AbstractGCEvent.getTypeAsString
GCViewer,com.tagtraum.perf.gcviewer.imp,TestDataReaderSun1_6_0,Law of Demeter violation,The tool detected the smell in this method (testCMSScavengeBeforeRemarkTimeStamp) because the method voilates the law of Demeter. The long chain of method invocations is : com.tagtraum.perf.gcviewer.model.GCModel.get; com.tagtraum.perf.gcviewer.model.AbstractGCEvent.getTypeAsString
GCViewer,com.tagtraum.perf.gcviewer.imp,TestDataReaderSun1_6_0,Law of Demeter violation,The tool detected the smell in this method (testCMSScavengeBeforeRemarkDateStamp) because the method voilates the law of Demeter. The long chain of method invocations is : com.tagtraum.perf.gcviewer.model.GCModel.get; com.tagtraum.perf.gcviewer.model.AbstractGCEvent.getTypeAsString
GCViewer,com.tagtraum.perf.gcviewer.imp,TestDataReaderSun1_6_0,Law of Demeter violation,The tool detected the smell in this method (testCMSScavengeBeforeRemarkDateStamp) because the method voilates the law of Demeter. The long chain of method invocations is : com.tagtraum.perf.gcviewer.model.GCModel.get; com.tagtraum.perf.gcviewer.model.AbstractGCEvent.getTypeAsString
GCViewer,com.tagtraum.perf.gcviewer.imp,TestDataReaderSun1_6_0,Law of Demeter violation,The tool detected the smell in this method (testCMSScavengeBeforeRemarkWithPrintTenuringDistribution) because the method voilates the law of Demeter. The long chain of method invocations is : com.tagtraum.perf.gcviewer.model.GCModel.get; com.tagtraum.perf.gcviewer.model.AbstractGCEvent.getTypeAsString
GCViewer,com.tagtraum.perf.gcviewer.imp,TestDataReaderSun1_6_0,Law of Demeter violation,The tool detected the smell in this method (testCMSScavengeBeforeRemarkWithPrintTenuringDistribution) because the method voilates the law of Demeter. The long chain of method invocations is : com.tagtraum.perf.gcviewer.model.GCModel.get; com.tagtraum.perf.gcviewer.model.AbstractGCEvent.getTypeAsString
GCViewer,com.tagtraum.perf.gcviewer.imp,TestDataReaderSun1_6_0,Law of Demeter violation,The tool detected the smell in this method (testPSWithoutPrintTimeStamp) because the method voilates the law of Demeter. The long chain of method invocations is : com.tagtraum.perf.gcviewer.math.IntData.getMax; com.tagtraum.perf.gcviewer.model.GCModel.getHeapAllocatedSizes
GCViewer,com.tagtraum.perf.gcviewer.imp,TestDataReaderSun1_6_0,Law of Demeter violation,The tool detected the smell in this method (testPSWithoutPrintTimeStamp) because the method voilates the law of Demeter. The long chain of method invocations is : com.tagtraum.perf.gcviewer.math.DoubleData.getMax; com.tagtraum.perf.gcviewer.model.GCModel.getGCPause
GCViewer,com.tagtraum.perf.gcviewer.imp,TestDataReaderSun1_6_0,Law of Demeter violation,The tool detected the smell in this method (testCMSWithoutPrintTimeStamp) because the method voilates the law of Demeter. The long chain of method invocations is : com.tagtraum.perf.gcviewer.math.IntData.getMax; com.tagtraum.perf.gcviewer.model.GCModel.getHeapAllocatedSizes
GCViewer,com.tagtraum.perf.gcviewer.imp,TestDataReaderSun1_6_0,Law of Demeter violation,The tool detected the smell in this method (testCMSWithoutPrintTimeStamp) because the method voilates the law of Demeter. The long chain of method invocations is : com.tagtraum.perf.gcviewer.math.DoubleData.getMax; com.tagtraum.perf.gcviewer.model.GCModel.getGCPause
GCViewer,com.tagtraum.perf.gcviewer.imp,TestDataReaderSun1_6_0,Law of Demeter violation,The tool detected the smell in this method (testCMSWithoutPrintTimeStampConcurrentModeFailure) because the method voilates the law of Demeter. The long chain of method invocations is : com.tagtraum.perf.gcviewer.math.IntData.getMax; com.tagtraum.perf.gcviewer.model.GCModel.getHeapAllocatedSizes
GCViewer,com.tagtraum.perf.gcviewer.imp,TestDataReaderSun1_6_0,Law of Demeter violation,The tool detected the smell in this method (testCMSWithoutPrintTimeStampConcurrentModeFailure) because the method voilates the law of Demeter. The long chain of method invocations is : com.tagtraum.perf.gcviewer.math.DoubleData.getMax; com.tagtraum.perf.gcviewer.model.GCModel.getFullGCPause
GCViewer,com.tagtraum.perf.gcviewer.imp,TestDataReaderSun1_6_0,Law of Demeter violation,The tool detected the smell in this method (testPSPrintTenuringDistribution) because the method voilates the law of Demeter. The long chain of method invocations is : com.tagtraum.perf.gcviewer.math.IntData.getMax; com.tagtraum.perf.gcviewer.model.GCModel.getHeapAllocatedSizes
GCViewer,com.tagtraum.perf.gcviewer.imp,TestDataReaderSun1_6_0,Law of Demeter violation,The tool detected the smell in this method (testPSPrintTenuringDistribution) because the method voilates the law of Demeter. The long chain of method invocations is : com.tagtraum.perf.gcviewer.math.DoubleData.getMax; com.tagtraum.perf.gcviewer.model.GCModel.getGCPause
GCViewer,com.tagtraum.perf.gcviewer.imp,TestDataReaderSun1_6_0,Law of Demeter violation,The tool detected the smell in this method (testCMSAdaptiveSizePolicy) because the method voilates the law of Demeter. The long chain of method invocations is : com.tagtraum.perf.gcviewer.math.DoubleData.getN; com.tagtraum.perf.gcviewer.model.GCModel.getGCPause
