Project Name,Package Name,Type Name,Method Name,Implementation Smell,Cause of the Smell,Method start line no
gcviewer,com.tagtraum.perf.gcviewer.ctrl.action,Zoom,actionPerformed,Empty catch clause,The method has an empty catch block.,32
gcviewer,com.tagtraum.perf.gcviewer.ctrl.action,Zoom,actionPerformed,Magic Number,The method contains a magic number: 1000.0,32
gcviewer,com.tagtraum.perf.gcviewer.ctrl.action,OpenSeries,OpenSeries,Long Statement,The length of the statement "putValue(MNEMONIC_KEY`Integer.valueOf(LocalisationHelper.getString("main_frame_menuitem_mnemonic_open_series").charAt(0)));" is 123.,32
gcviewer,com.tagtraum.perf.gcviewer.ctrl.action,OpenSeries,getResources,Long Statement,The length of the statement "if (selectedFiles == null || selectedFiles.length == 0) throw new IllegalArgumentException("At least one file must be selected!");" is 130.,56
gcviewer,com.tagtraum.perf.gcviewer.ctrl.action,OSXFullScreen,OSXFullScreen,Long Statement,The length of the statement "putValue(ACCELERATOR_KEY`KeyStroke.getKeyStroke('F'`Toolkit.getDefaultToolkit().getMenuShortcutKeyMask() | Event.SHIFT_MASK));" is 126.,30
gcviewer,com.tagtraum.perf.gcviewer.ctrl.action,OSXFullScreen,OSXFullScreen,Long Statement,The length of the statement "Object proxy=Proxy.newProxyInstance(OSXFullScreen.class.getClassLoader()`new Class[]{listenerClass}`new InvocationHandler(){" is 124.,30
gcviewer,com.tagtraum.perf.gcviewer.ctrl.action,OSXFullScreen,OSXFullScreen,Long Statement,The length of the statement "gcViewer.getDesktopPane().getInputMap(JComponent.WHEN_IN_FOCUSED_WINDOW).put(KeyStroke.getKeyStroke(KeyEvent.VK_ESCAPE`0)`"leaveFullScreen");" is 141.,30
gcviewer,com.tagtraum.perf.gcviewer.ctrl.action,OSXFullScreen,OSXFullScreen,Long Statement,The length of the statement "gcViewer.getDesktopPane().getInputMap(JComponent.WHEN_IN_FOCUSED_WINDOW).remove(KeyStroke.getKeyStroke(KeyEvent.VK_ESCAPE`0));" is 126.,30
gcviewer,com.tagtraum.perf.gcviewer.ctrl.action,OSXFullScreen,invoke,Long Statement,The length of the statement "gcViewer.getDesktopPane().getInputMap(JComponent.WHEN_IN_FOCUSED_WINDOW).put(KeyStroke.getKeyStroke(KeyEvent.VK_ESCAPE`0)`"leaveFullScreen");" is 141.,44
gcviewer,com.tagtraum.perf.gcviewer.ctrl.action,OSXFullScreen,invoke,Long Statement,The length of the statement "gcViewer.getDesktopPane().getInputMap(JComponent.WHEN_IN_FOCUSED_WINDOW).remove(KeyStroke.getKeyStroke(KeyEvent.VK_ESCAPE`0));" is 126.,44
gcviewer,com.tagtraum.perf.gcviewer.ctrl.action,Export,actionPerformed,Long Statement,The length of the statement "exportFile(chartPanelView.getGCResource().getModel()`saveDialog.getSelectedFile()`fileFilter.getExtension()`fileFilter.getDataWriterType());" is 140.,54
gcviewer,com.tagtraum.perf.gcviewer.ctrl.action,Export,actionPerformed,Long Statement,The length of the statement "JOptionPane.showMessageDialog(gcViewer`LocalisationHelper.getString("fileexport_dialog_error_occured")`LocalisationHelper.getString("fileexport_dialog_write_file_failed")`JOptionPane.ERROR_MESSAGE);" is 198.,54
gcviewer,com.tagtraum.perf.gcviewer.ctrl.action,Export,exportFile,Long Statement,The length of the statement "if (!file.exists() || JOptionPane.YES_OPTION == JOptionPane.showConfirmDialog(gcViewer`LocalisationHelper.getString("fileexport_dialog_confirm_overwrite")`LocalisationHelper.getString("fileexport_dialog_title")`JOptionPane.YES_NO_OPTION)) {" is 240.,80
gcviewer,com.tagtraum.perf.gcviewer.ctrl.action,Export,exportFile,Long Statement,The length of the statement "JOptionPane.showMessageDialog(gcViewer`ioe.getLocalizedMessage()`LocalisationHelper.getString("fileexport_dialog_write_file_failed")`JOptionPane.ERROR_MESSAGE);" is 160.,80
gcviewer,com.tagtraum.perf.gcviewer.math,DoubleData,hashCode,Magic Number,The method contains a magic number: 31,110
gcviewer,com.tagtraum.perf.gcviewer.math,DoubleData,hashCode,Magic Number,The method contains a magic number: 32,110
gcviewer,com.tagtraum.perf.gcviewer.math,DoubleData,hashCode,Magic Number,The method contains a magic number: 31,110
gcviewer,com.tagtraum.perf.gcviewer.math,DoubleData,hashCode,Magic Number,The method contains a magic number: 32,110
gcviewer,com.tagtraum.perf.gcviewer.math,DoubleData,hashCode,Magic Number,The method contains a magic number: 31,110
gcviewer,com.tagtraum.perf.gcviewer.math,DoubleData,hashCode,Magic Number,The method contains a magic number: 32,110
gcviewer,com.tagtraum.perf.gcviewer.math,DoubleData,hashCode,Magic Number,The method contains a magic number: 31,110
gcviewer,com.tagtraum.perf.gcviewer.math,DoubleData,hashCode,Magic Number,The method contains a magic number: 32,110
gcviewer,com.tagtraum.perf.gcviewer.math,RegressionLine,slope,Long Parameter List,The method has 5 parameters. ,61
gcviewer,com.tagtraum.perf.gcviewer.math,RegressionLine,hashCode,Magic Number,The method contains a magic number: 32,86
gcviewer,com.tagtraum.perf.gcviewer.math,RegressionLine,hashCode,Magic Number,The method contains a magic number: 31,86
gcviewer,com.tagtraum.perf.gcviewer.math,RegressionLine,hashCode,Magic Number,The method contains a magic number: 32,86
gcviewer,com.tagtraum.perf.gcviewer.math,RegressionLine,hashCode,Magic Number,The method contains a magic number: 31,86
gcviewer,com.tagtraum.perf.gcviewer.math,RegressionLine,hashCode,Magic Number,The method contains a magic number: 32,86
gcviewer,com.tagtraum.perf.gcviewer.math,RegressionLine,hashCode,Magic Number,The method contains a magic number: 31,86
gcviewer,com.tagtraum.perf.gcviewer.math,RegressionLine,hashCode,Magic Number,The method contains a magic number: 32,86
gcviewer,com.tagtraum.perf.gcviewer.math,RegressionLine,hashCode,Magic Number,The method contains a magic number: 31,86
gcviewer,com.tagtraum.perf.gcviewer.math,DoubleDataPercentile,getPercentile,Magic Number,The method contains a magic number: 10,21
gcviewer,com.tagtraum.perf.gcviewer.math,DoubleDataPercentile,getPercentile,Magic Number,The method contains a magic number: 10,21
gcviewer,com.tagtraum.perf.gcviewer.math,DoubleDataPercentile,getPercentile,Magic Number,The method contains a magic number: 100,21
gcviewer,com.tagtraum.perf.gcviewer.math,DoubleDataPercentile,getPercentile,Magic Number,The method contains a magic number: 100,21
gcviewer,com.tagtraum.perf.gcviewer.math,DoubleDataPercentile,getPercentile,Magic Number,The method contains a magic number: 100,21
gcviewer,com.tagtraum.perf.gcviewer.math,DoubleDataPercentile,getPercentile,Magic Number,The method contains a magic number: 2,21
gcviewer,com.tagtraum.perf.gcviewer.math,IntData,hashCode,Magic Number,The method contains a magic number: 31,108
gcviewer,com.tagtraum.perf.gcviewer.math,IntData,hashCode,Magic Number,The method contains a magic number: 32,108
gcviewer,com.tagtraum.perf.gcviewer.math,IntData,hashCode,Magic Number,The method contains a magic number: 31,108
gcviewer,com.tagtraum.perf.gcviewer.math,IntData,hashCode,Magic Number,The method contains a magic number: 32,108
gcviewer,com.tagtraum.perf.gcviewer.math,IntData,hashCode,Magic Number,The method contains a magic number: 31,108
gcviewer,com.tagtraum.perf.gcviewer.math,IntData,hashCode,Magic Number,The method contains a magic number: 31,108
gcviewer,com.tagtraum.perf.gcviewer.model,ConcurrentGCEvent,hashCode,Magic Number,The method contains a magic number: 31,86
gcviewer,com.tagtraum.perf.gcviewer.model,ConcurrentGCEvent,hashCode,Magic Number,The method contains a magic number: 32,86
gcviewer,com.tagtraum.perf.gcviewer.model,GCModel,GCModel,Long Identifier,The length of the field postConcurrentCycleUsedTenuredSizes is 35.,187
gcviewer,com.tagtraum.perf.gcviewer.model,GCModel,GCModel,Long Identifier,The length of the field postConcurrentCycleUsedHeapSizes is 32.,187
gcviewer,com.tagtraum.perf.gcviewer.model,GCModel,printPauseMap,Long Statement,The length of the statement "System.out.println(entry.getKey() + " [n` avg` sum` min` max` 50th` 75th` 95th` 99th]:\t" + entry.getValue().getN()+ "\t"+ entry.getValue().average()+ "\t"+ entry.getValue().getSum()+ "\t"+ entry.getValue().getMin()+ "\t"+ entry.getValue().getMax()+ "\t"+ ((DoubleDataPercentile)entry.getValue()).getPercentile(50)+ "\t"+ ((DoubleDataPercentile)entry.getValue()).getPercentile(75)+ "\t"+ ((DoubleDataPercentile)entry.getValue()).getPercentile(95)+ "\t"+ ((DoubleDataPercentile)entry.getValue()).getPercentile(99));" is 514.,249
gcviewer,com.tagtraum.perf.gcviewer.model,GCModel,printPauseMap,Magic Number,The method contains a magic number: 50,249
gcviewer,com.tagtraum.perf.gcviewer.model,GCModel,printPauseMap,Magic Number,The method contains a magic number: 75,249
gcviewer,com.tagtraum.perf.gcviewer.model,GCModel,printPauseMap,Magic Number,The method contains a magic number: 95,249
gcviewer,com.tagtraum.perf.gcviewer.model,GCModel,printPauseMap,Magic Number,The method contains a magic number: 99,249
gcviewer,com.tagtraum.perf.gcviewer.model,GCModel,printIntData,Long Statement,The length of the statement "System.out.println(name + " (n` avg` stddev` min` max):\t" + data.getN()+ "\t"+ data.average()+ "\t"+ data.standardDeviation()+ "\t"+ data.getMin()+ "\t"+ data.getMax());" is 170.,255
gcviewer,com.tagtraum.perf.gcviewer.model,GCModel,printDoubleData,Long Statement,The length of the statement "System.out.println(name + " (n` avg` stddev` min` max):\t" + data.getN()+ "\t"+ data.average()+ "\t"+ data.standardDeviation()+ "\t"+ data.getMin()+ "\t"+ data.getMax());" is 170.,263
gcviewer,com.tagtraum.perf.gcviewer.model,GCModel,add,Complex Conditional,The conditional expression size() == 1 || (size() > 1 && abstractEvent.getTimestamp() > 0.0) is complex.,412
gcviewer,com.tagtraum.perf.gcviewer.model,GCModel,addConcurrentGcEvent,Magic Number,The method contains a magic number: 0.0000001,450
gcviewer,com.tagtraum.perf.gcviewer.model,GCModel,addGcEvent,Complex Conditional,The conditional expression size() > 1 && allEvents.get(allEvents.size() - 2).isConcurrentCollectionEnd() && !allEvents.get(allEvents.size() - 2).hasMemoryInformation() is complex.,467
gcviewer,com.tagtraum.perf.gcviewer.model,GCModel,addGcEvent,Long Statement,The length of the statement "if (size() > 1 && allEvents.get(allEvents.size() - 2).isConcurrentCollectionEnd() && !allEvents.get(allEvents.size() - 2).hasMemoryInformation()) {" is 147.,467
gcviewer,com.tagtraum.perf.gcviewer.model,GCModel,addGcEvent,Magic Number,The method contains a magic number: 2,467
gcviewer,com.tagtraum.perf.gcviewer.model,GCModel,addGcEvent,Magic Number,The method contains a magic number: 2,467
gcviewer,com.tagtraum.perf.gcviewer.model,GCModel,addVmOperationEvent,Magic Number,The method contains a magic number: 0.000001,549
gcviewer,com.tagtraum.perf.gcviewer.model,GCModel,makeSureHasTimeStamp,Complex Conditional,The conditional expression size() >= 1 && abstractEvent.getTimestamp() < 0.000001 && abstractEvent.getDatestamp() != null is complex.,560
gcviewer,com.tagtraum.perf.gcviewer.model,GCModel,makeSureHasTimeStamp,Magic Number,The method contains a magic number: 0.000001,560
gcviewer,com.tagtraum.perf.gcviewer.model,GCModel,makeSureHasTimeStamp,Magic Number,The method contains a magic number: 1000.0,560
gcviewer,com.tagtraum.perf.gcviewer.model,GCModel,updatePostConcurrentCycleUsedSizes,Long Identifier,The length of the field postConcurrentCycleUsedTenuredSizes is 35.,567
gcviewer,com.tagtraum.perf.gcviewer.model,GCModel,updatePostConcurrentCycleUsedSizes,Long Identifier,The length of the field postConcurrentCycleUsedHeapSizes is 32.,567
gcviewer,com.tagtraum.perf.gcviewer.model,GCModel,updatePostConcurrentCycleUsedSizes,Long Identifier,The length of the field postConcurrentCycleUsedTenuredSizes is 35.,572
gcviewer,com.tagtraum.perf.gcviewer.model,GCModel,updatePostConcurrentCycleUsedSizes,Long Identifier,The length of the field postConcurrentCycleUsedHeapSizes is 32.,572
gcviewer,com.tagtraum.perf.gcviewer.model,GCModel,adjustPause,Magic Number,The method contains a magic number: 2,586
gcviewer,com.tagtraum.perf.gcviewer.model,GCModel,adjustTimeStamp,Long Statement,The length of the statement "Duration adjustment=Duration.ofMinutes((long)Math.rint(previousEvent.getPause() / 60)).plus((long)Math.rint(previousEvent.getPause())`ChronoUnit.SECONDS).plus((long)Math.rint(previousEvent.getPause() * 1000)`ChronoUnit.MILLIS);" is 227.,611
gcviewer,com.tagtraum.perf.gcviewer.model,GCModel,adjustTimeStamp,Magic Number,The method contains a magic number: 60,611
gcviewer,com.tagtraum.perf.gcviewer.model,GCModel,adjustTimeStamp,Magic Number,The method contains a magic number: 1000,611
gcviewer,com.tagtraum.perf.gcviewer.model,GCModel,setTimeStamp,Long Statement,The length of the statement "AbstractGCEvent<?> previousEvent=stopTheWorldEvents.size() > 1 ? stopTheWorldEvents.get(stopTheWorldEvents.size() - 2) : null;" is 126.,631
gcviewer,com.tagtraum.perf.gcviewer.model,GCModel,setTimeStamp,Magic Number,The method contains a magic number: 2,631
gcviewer,com.tagtraum.perf.gcviewer.model,GCModel,updatePromotion,Complex Conditional,The conditional expression event.getGeneration().equals(Generation.YOUNG) && event.hasDetails() && !event.isFull() is complex.,641
gcviewer,com.tagtraum.perf.gcviewer.model,GCModel,getThroughput,Magic Number,The method contains a magic number: 100,901
gcviewer,com.tagtraum.perf.gcviewer.model,GCModel,getPostConcurrentCycleTenuredUsedSizes,Long Identifier,The length of the field postConcurrentCycleUsedTenuredSizes is 35.,967
gcviewer,com.tagtraum.perf.gcviewer.model,GCModel,getPostConcurrentCycleHeapUsedSizes,Long Identifier,The length of the field postConcurrentCycleUsedHeapSizes is 32.,975
gcviewer,com.tagtraum.perf.gcviewer.model,GCModel,getRunningTime,Long Statement,The length of the statement "return lastPauseTimeStamp - firstPauseTimeStamp + (stopTheWorldEvents.size() > 0 ? stopTheWorldEvents.get(stopTheWorldEvents.size() - 1).getPause() : 0);" is 153.,997
gcviewer,com.tagtraum.perf.gcviewer.model,GCModel,hasCorrectTimestamp,Long Statement,The length of the statement "return format == Format.IBM_VERBOSE_GC || format == Format.SUN_X_LOG_GC || format == Format.SUN_1_2_2VERBOSE_GC || format == Format.UNIFIED_JVM_LOGGING;" is 152.,1036
gcviewer,com.tagtraum.perf.gcviewer.model,GCModel,getStartDate,Long Statement,The length of the statement "ZonedDateTime suggestedStartDate=ZonedDateTime.ofInstant(Instant.ofEpochMilli(getLastModified())`ZoneId.systemDefault());" is 121.,1059
gcviewer,com.tagtraum.perf.gcviewer.model,GCModel,getStartDate,Magic Number,The method contains a magic number: 1000d,1059
gcviewer,com.tagtraum.perf.gcviewer.model,GCModel,hashCode,Long Identifier,The length of the field postConcurrentCycleUsedTenuredSizes is 35.,1092
gcviewer,com.tagtraum.perf.gcviewer.model,GCModel,hashCode,Long Identifier,The length of the field postConcurrentCycleUsedHeapSizes is 32.,1092
gcviewer,com.tagtraum.perf.gcviewer.model,GCModel,hashCode,Long Statement,The length of the statement "return Objects.hash(allEvents`fileInformation`fullGcEventPauses`gcEventPauses`gcEventPhases`concurrentGcEventPauses`vmOperationEventPauses`heapAllocatedSizes`tenuredAllocatedSizes`youngAllocatedSizes`permAllocatedSizes`heapUsedSizes`tenuredUsedSizes`youngUsedSizes`permUsedSizes`postConcurrentCycleUsedTenuredSizes`postConcurrentCycleUsedHeapSizes`promotion`firstPauseTimeStamp`lastPauseTimeStamp`totalPause`fullGCPause`lastFullGcPauseTimeStamp`fullGcPauseInterval`gcPause`vmOperationPause`lastGcPauseTimeStamp`pauseInterval`initiatingOccupancyFraction`freedMemory`format`postGCUsedMemory`postFullGCUsedHeap`freedMemoryByGC`freedMemoryByFullGC`postGCSlope`currentPostGCSlope`currentRelativePostGCIncrease`relativePostGCIncrease`postFullGCSlope`relativePostFullGCIncrease`url);" is 776.,1092
gcviewer,com.tagtraum.perf.gcviewer.model,GCEvent,GCEvent,Long Parameter List,The method has 6 parameters. ,27
gcviewer,com.tagtraum.perf.gcviewer.model,GCEvent,clone,Magic Number,The method contains a magic number: 2,62
gcviewer,com.tagtraum.perf.gcviewer.model,GCEvent,equals,Long Statement,The length of the statement "return getPreUsed() == gcEvent.getPreUsed() && getPostUsed() == gcEvent.getPostUsed() && getTotal() == gcEvent.getTotal();" is 122.,171
gcviewer,com.tagtraum.perf.gcviewer.model,AbstractGCEvent,add,Magic Number,The method contains a magic number: 2,46
gcviewer,com.tagtraum.perf.gcviewer.model,AbstractGCEvent,cloneAndMerge,Long Statement,The length of the statement "clonedEvent.setExtendedType(new ExtendedType(getExtendedType().getType()`getExtendedType().fullName + "+" + clonedEvent.getExtendedType().fullName));" is 149.,103
gcviewer,com.tagtraum.perf.gcviewer.model,AbstractGCEvent,toString,Magic Number,The method contains a magic number: 128,249
gcviewer,com.tagtraum.perf.gcviewer.model,AbstractGCEvent,isConcurrentCollectionStart,Long Statement,The length of the statement "return getExtendedType().getName().equals(Type.CMS_CONCURRENT_MARK_START.getName()) || getExtendedType().getName().equals(Type.ASCMS_CONCURRENT_MARK_START.getName()) || (getExtendedType().getName().equals(Type.UJL_CMS_CONCURRENT_MARK.getName()) && getPause() > 0.000001)|| getExtendedType().getName().equals(Type.G1_CONCURRENT_MARK_START.getName())|| (getExtendedType().getName().equals(Type.UJL_G1_CONCURRENT_CYCLE.getName()) && getPause() < 0.00001)|| (getExtendedType().getName().equals(Type.UJL_G1_CONCURRENT_MARK_CYCLE.getName()) && getPause() < 0.00001)|| getExtendedType().getName().equals(Type.UJL_SHEN_CONCURRENT_RESET.getName());" is 639.,290
gcviewer,com.tagtraum.perf.gcviewer.model,AbstractGCEvent,isConcurrentCollectionStart,Magic Number,The method contains a magic number: 0.000001,290
gcviewer,com.tagtraum.perf.gcviewer.model,AbstractGCEvent,isConcurrentCollectionStart,Magic Number,The method contains a magic number: 0.00001,290
gcviewer,com.tagtraum.perf.gcviewer.model,AbstractGCEvent,isConcurrentCollectionStart,Magic Number,The method contains a magic number: 0.00001,290
gcviewer,com.tagtraum.perf.gcviewer.model,AbstractGCEvent,isConcurrentCollectionEnd,Long Statement,The length of the statement "return getExtendedType().getName().equals(Type.CMS_CONCURRENT_RESET.getName()) || getExtendedType().getName().equals(Type.ASCMS_CONCURRENT_RESET.getName()) || (getExtendedType().getName().equals(Type.UJL_CMS_CONCURRENT_RESET.getName()) && getPause() > 0.0000001)|| getExtendedType().getName().equals(Type.G1_CONCURRENT_CLEANUP_END.getName())|| (getExtendedType().getName().equals(Type.UJL_G1_CONCURRENT_CYCLE.getName()) && getPause() > 0.0000001)|| (getExtendedType().getName().equals(Type.UJL_G1_CONCURRENT_MARK_CYCLE.getName()) && getPause() > 0.0000001)|| getExtendedType().getName().equals(Type.UJL_SHEN_CONCURRENT_CLEANUP.getName());" is 638.,300
gcviewer,com.tagtraum.perf.gcviewer.model,AbstractGCEvent,isConcurrentCollectionEnd,Magic Number,The method contains a magic number: 0.0000001,300
gcviewer,com.tagtraum.perf.gcviewer.model,AbstractGCEvent,isConcurrentCollectionEnd,Magic Number,The method contains a magic number: 0.0000001,300
gcviewer,com.tagtraum.perf.gcviewer.model,AbstractGCEvent,isConcurrentCollectionEnd,Magic Number,The method contains a magic number: 0.0000001,300
gcviewer,com.tagtraum.perf.gcviewer.model,AbstractGCEvent,isInitialMark,Long Statement,The length of the statement "return getTypeAsString().indexOf("initial-mark") >= 0 || getTypeAsString().indexOf("Initial Mark") >= 0 || getTypeAsString().indexOf("Init Mark") >= 0;" is 151.,310
gcviewer,com.tagtraum.perf.gcviewer.model,AbstractGCEvent,isRemark,Long Statement,The length of the statement "return getTypeAsString().indexOf(Type.CMS_REMARK.getName()) >= 0 || getTypeAsString().indexOf(Type.ASCMS_REMARK.getName()) >= 0 || getTypeAsString().indexOf(Type.G1_REMARK.getName()) >= 0 || getTypeAsString().indexOf(Type.UJL_PAUSE_REMARK.getName()) >= 0 || getTypeAsString().indexOf(Type.UJL_SHEN_PAUSE_FINAL_MARK.getName()) >= 0;" is 331.,316
gcviewer,com.tagtraum.perf.gcviewer.model,AbstractGCEvent,hasPause,Long Statement,The length of the statement "return getExtendedType().getPattern().equals(GcPattern.GC_MEMORY_PAUSE) || getExtendedType().getPattern().equals(GcPattern.GC_PAUSE) || getExtendedType().getPattern().equals(GcPattern.GC_PAUSE_DURATION);" is 203.,324
gcviewer,com.tagtraum.perf.gcviewer.model,AbstractGCEvent,equals,Long Statement,The length of the statement "return Double.compare(that.timestamp`timestamp) == 0 && Double.compare(that.pause`pause) == 0 && Objects.equals(datestamp`that.datestamp) && Objects.equals(extendedType`that.extendedType) && Objects.equals(typeAsString`that.typeAsString) && generation == that.generation && Objects.equals(details`that.details);" is 311.,338
gcviewer,com.tagtraum.perf.gcviewer.model,GcResourceFile,hashCode,Magic Number,The method contains a magic number: 31,89
gcviewer,com.tagtraum.perf.gcviewer.model,GcResourceFile,toString,Long Statement,The length of the statement "return "GCResourceFile [resourceNameAsUrlString=" + getResourceNameAsUrlString() + "` isReload="+ isReload()+ "` logger="+ getLogger()+ "` model="+ getModel()+ "]";" is 164.,98
gcviewer,com.tagtraum.perf.gcviewer.model,GcResourceSeries,GcResourceSeries,Long Statement,The length of the statement "super(buildName(resourcesInOrder)`Logger.getLogger("GCResourceSeries".concat(Integer.toString(COUNT.incrementAndGet()))));" is 122.,19
gcviewer,com.tagtraum.perf.gcviewer.model,GcResourceSeries,toString,Long Statement,The length of the statement "return "GCResourceSeries [resourceName=" + getResourceName() + "` isReload="+ isReload()+ "` logger="+ getLogger()+ "` model="+ getModel()+ "]";" is 144.,75
gcviewer,com.tagtraum.perf.gcviewer.model,GcResourceSeries,buildName,Long Statement,The length of the statement "if (resourcesInOrder == null || resourcesInOrder.isEmpty()) throw new IllegalArgumentException("At least one GCResource expected!");" is 132.,80
gcviewer,com.tagtraum.perf.gcviewer.view.renderer,PolygonChartRenderer,initClippedPolygon,Complex Conditional,The conditional expression polygon.npoints > 1000 && (xMin > polygon.xpoints[0] || xMax < polygon.xpoints[polygon.npoints - 1]) is complex.,77
gcviewer,com.tagtraum.perf.gcviewer.view.renderer,PolygonChartRenderer,initClippedPolygon,Magic Number,The method contains a magic number: 1000,77
gcviewer,com.tagtraum.perf.gcviewer.view.renderer,PolygonChartRenderer,initClippedPolygon,Magic Number,The method contains a magic number: 2,77
gcviewer,com.tagtraum.perf.gcviewer.view.renderer,PolygonChartRenderer,initClippedPolygon,Magic Number,The method contains a magic number: 2,77
gcviewer,com.tagtraum.perf.gcviewer.view.renderer,PolygonChartRenderer,initClippedPolygon,Magic Number,The method contains a magic number: 2,77
gcviewer,com.tagtraum.perf.gcviewer.view.renderer,PolygonChartRenderer,findInsertionBoundary,Magic Number,The method contains a magic number: 2,136
gcviewer,com.tagtraum.perf.gcviewer.view.renderer,PolygonChartRenderer,createMemoryScaledPolygon,Long Statement,The length of the statement "return new ScaledPolygon(getModelChart().getScaleFactor()`getHeight() / ((double)getModelChart().getFootprint())`getHeight());" is 126.,187
gcviewer,com.tagtraum.perf.gcviewer.view.renderer,PolygonChartRenderer,hasMemoryInformation,Long Statement,The length of the statement "return event.getExtendedType().getPattern().equals(GcPattern.GC_MEMORY) || event.getExtendedType().getPattern().equals(GcPattern.GC_MEMORY_PAUSE);" is 146.,200
gcviewer,com.tagtraum.perf.gcviewer.view.renderer,TotalYoungRenderer,computePolygon,Complex Conditional,The conditional expression hasMemoryInformation(event) && young != null && tenured != null is complex.,35
gcviewer,com.tagtraum.perf.gcviewer.view.renderer,GCRectanglesRenderer,paintComponent,Complex Conditional,The conditional expression lastX != x || lastY != y || lastWidth != width || lastHeight != height is complex.,39
gcviewer,com.tagtraum.perf.gcviewer.view.renderer,GCRectanglesRenderer,paintComponent,Complex Method,Cyclomatic complexity of the method is 9,39
gcviewer,com.tagtraum.perf.gcviewer.view.renderer,GCRectanglesRenderer,paintComponent,Long Statement,The length of the statement "for (Iterator<AbstractGCEvent<?>> i=getModelChart().getModel().getStopTheWorldEvents(); i.hasNext() && lastX < rightBoundary; ) {" is 129.,39
gcviewer,com.tagtraum.perf.gcviewer.view.renderer,GCRectanglesRenderer,paintComponent,Long Statement,The length of the statement "int x=(int)(scaleFactor * (event.getTimestamp() - getModelChart().getModel().getFirstPauseTimeStamp() - event.getPause()));" is 123.,39
gcviewer,com.tagtraum.perf.gcviewer.view.renderer,FullGCLineRenderer,paintComponent,Complex Conditional,The conditional expression scaledTimestamp != lastScaledTimestamp && scaledTimestamp >= minX && scaledTimestamp <= maxX is complex.,29
gcviewer,com.tagtraum.perf.gcviewer.view.renderer,FullGCLineRenderer,paintComponent,Long Statement,The length of the statement "int scaledTimestamp=(int)(scaleFactor * (event.getTimestamp() - getModelChart().getModel().getFirstPauseTimeStamp() - event.getPause()));" is 137.,29
gcviewer,com.tagtraum.perf.gcviewer.view.renderer,ConcurrentGcBegionEndRenderer,paintComponent,Long Statement,The length of the statement "final int scaledTimestamp=(int)(scaleFactor * (event.getTimestamp() - getModelChart().getModel().getFirstPauseTimeStamp() - event.getPause()));" is 143.,29
gcviewer,com.tagtraum.perf.gcviewer.view.renderer,ConcurrentGcBegionEndRenderer,paintComponent,Long Statement,The length of the statement "final int scaledTimestamp=(int)(scaleFactor * (event.getTimestamp() - getModelChart().getModel().getFirstPauseTimeStamp()));" is 124.,29
gcviewer,com.tagtraum.perf.gcviewer.view.renderer,UsedYoungRenderer,computePolygon,Complex Method,Cyclomatic complexity of the method is 8,31
gcviewer,com.tagtraum.perf.gcviewer.view,ModelMetricsPanel,ModelMetricsPanel,Magic Number,The method contains a magic number: 5,41
gcviewer,com.tagtraum.perf.gcviewer.view,ModelMetricsPanel,ModelMetricsPanel,Magic Number,The method contains a magic number: 2,41
gcviewer,com.tagtraum.perf.gcviewer.view,ModelMetricsPanel,ModelMetricsPanel,Magic Number,The method contains a magic number: 2,41
gcviewer,com.tagtraum.perf.gcviewer.view,ModelMetricsPanel,isSignificant,Magic Number,The method contains a magic number: 0.75,92
gcviewer,com.tagtraum.perf.gcviewer.view,AboutDialog,AboutDialog,Long Statement,The length of the statement "JLabel version=new JLabel("<html><font color=\"gray\">version:</font> " + BuildInfoReader.getVersion() + "</html>"`JLabel.CENTER);" is 130.,88
gcviewer,com.tagtraum.perf.gcviewer.view,AboutDialog,AboutDialog,Long Statement,The length of the statement "JLabel buildDate=new JLabel("<html><font color=\"gray\">build date:</font> " + BuildInfoReader.getBuildDate() + "</html>"`JLabel.CENTER);" is 137.,88
gcviewer,com.tagtraum.perf.gcviewer.view,AboutDialog,AboutDialog,Magic Number,The method contains a magic number: 10,88
gcviewer,com.tagtraum.perf.gcviewer.view,AboutDialog,AboutDialog,Magic Number,The method contains a magic number: 10,88
gcviewer,com.tagtraum.perf.gcviewer.view,AboutDialog,AboutDialog,Magic Number,The method contains a magic number: 10,88
gcviewer,com.tagtraum.perf.gcviewer.view,AboutDialog,AboutDialog,Magic Number,The method contains a magic number: 10,88
gcviewer,com.tagtraum.perf.gcviewer.view,AboutDialog,AboutDialog,Magic Number,The method contains a magic number: 10,88
gcviewer,com.tagtraum.perf.gcviewer.view,AboutDialog,AboutDialog,Magic Number,The method contains a magic number: 2,88
gcviewer,com.tagtraum.perf.gcviewer.view,AboutDialog,AboutDialog,Magic Number,The method contains a magic number: 3,88
gcviewer,com.tagtraum.perf.gcviewer.view,AboutDialog,AboutDialog,Magic Number,The method contains a magic number: 4,88
gcviewer,com.tagtraum.perf.gcviewer.view,AboutDialog,formatContributors,Magic Number,The method contains a magic number: 3,155
gcviewer,com.tagtraum.perf.gcviewer.view,AboutDialog,calculatePreferredSize,Magic Number,The method contains a magic number: 1.1,168
gcviewer,com.tagtraum.perf.gcviewer.view,ModelDetailsPanel,ModelDetailsPanel,Long Statement,The length of the statement "DoubleDataMapTable gcTable=new DoubleDataMapTable(LocalisationHelper.getString("data_panel_group_gc_pauses")`gcEventModel);" is 123.,45
