Project Name,Package Name,Type Name,Design Smell,Cause of the Smell
gcviewer,com.tagtraum.perf.gcviewer.model,GCEvent,Cyclically-dependent Modularization,The tool detected the smell in this class because this class participates in a cyclic dependency. The participating classes in the cycle are: GCEvent; AbstractGCEvent
gcviewer,com.tagtraum.perf.gcviewer.model,GCEventUJL,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
gcviewer,com.tagtraum.perf.gcviewer.model,GCEventUJL,Broken Hierarchy,The tool detected a potential instance of the smell because this type does not implement or override any method from it's supertype(s): GCEvent
gcviewer,com.tagtraum.perf.gcviewer.model,AbstractGCEvent,Deficient Encapsulation,The tool detected the smell in this class because the class exposes fields belonging to it with public accessibility. Following fields are declared with public accessiblity: preUsed; postUsed; total; datestamp; timestamp; extendedType; typeAsString; generation; details; pause; number; phases; WRAPPER_MAP; UNDEFINED; fullName; type; name; generation; concurrency; pattern; collectionType; TYPE_MAP; UNDEFINED; JROCKIT_GC; JROCKIT_NURSERY_GC; JROCKIT_PARALLEL_NURSERY_GC; JROCKIT_16_OLD_GC; JROCKIT_16_YOUNG_GC; JROCKIT_16_PARALLEL_NURSERY_GC; SCAVENGE_BEFORE_REMARK; FULL_GC; GC; DEF_NEW; PAR_NEW; ASPAR_NEW; PAR_OLD_GEN; PS_YOUNG_GEN; PS_OLD_GEN; PS_PERM_GEN; TENURED; INC_GC; TRAIN; TRAIN_MSC; PERM; APPLICATION_STOPPED_TIME; METASPACE; CMS; CMS_PERM; PAR_NEW_PROMOTION_FAILED; CMS_CMF; CMS_CMI; CMS_CONCURRENT_MARK_START; CMS_CONCURRENT_MARK; CMS_CONCURRENT_PRECLEAN_START; CMS_CONCURRENT_PRECLEAN; CMS_CONCURRENT_SWEEP_START; CMS_CONCURRENT_SWEEP; CMS_CONCURRENT_RESET_START; CMS_CONCURRENT_RESET; CMS_CONCURRENT_ABORTABLE_PRECLEAN_START; CMS_CONCURRENT_ABORTABLE_PRECLEAN; CMS_INITIAL_MARK; CMS_REMARK; ASCMS; ASPAR_NEW_PROMOTION_FAILED; ASCMS_CMF; ASCMS_CMI; ASCMS_CONCURRENT_MARK_START; ASCMS_CONCURRENT_MARK; ASCMS_CONCURRENT_PRECLEAN_START; ASCMS_CONCURRENT_PRECLEAN; ASCMS_CONCURRENT_SWEEP_START; ASCMS_CONCURRENT_SWEEP; ASCMS_CONCURRENT_RESET_START; ASCMS_CONCURRENT_RESET; ASCMS_CONCURRENT_ABORTABLE_PRECLEAN_START; ASCMS_CONCURRENT_ABORTABLE_PRECLEAN; ASCMS_INITIAL_MARK; ASCMS_REMARK; G1_YOUNG; G1_YOUNG_MARK_STACK_FULL; G1_YOUNG_TO_SPACE_OVERFLOW; G1_YOUNG_TO_SPACE_EXHAUSTED; G1_PARTIAL; G1_PARTIAL_TO_SPACE_OVERFLOW; G1_MIXED; G1_MIXED_TO_SPACE_OVERFLOW; G1_MIXED_TO_SPACE_EXHAUSTED; G1_YOUNG_INITIAL_MARK; G1_YOUNG_INITIAL_MARK_TO_SPACE_OVERFLOW; G1_YOUNG_INITIAL_MARK_TO_SPACE_EXHAUSTED; G1_YOUNG_TO_SPACE_EXHAUSTED_INITIAL_MARK; G1_PARTIAL_INITIAL_MARK; G1_PARTIAL_INITIAL_MARK_TO_SPACE_OVERFLOW; G1_REMARK; G1_GC_REFPROC; G1_CLEANUP; G1_EDEN; G1_CONCURRENT_ROOT_REGION_SCAN_START; G1_CONCURRENT_ROOT_REGION_SCAN_END; G1_CONCURRENT_MARK_START; G1_CONCURRENT_MARK_END; G1_CONCURRENT_MARK_ABORT; G1_CONCURRENT_MARK_RESET_FOR_OVERFLOW; G1_CONCURRENT_COUNT_START; G1_CONCURRENT_COUNT_END; G1_CONCURRENT_CLEANUP_START; G1_CONCURRENT_CLEANUP_END; UJL_PAUSE_YOUNG; UJL_PAUSE_FULL; UJL_SERIAL_PHASE_MARK_LIFE_OBJECTS; UJL_SERIAL_PHASE_COMPUTE_NEW_OBJECT_ADDRESSES; UJL_SERIAL_PHASE_ADJUST_POINTERS; UJL_SERIAL_PHASE_MOVE_OBJECTS; UJL_PARALLEL_PHASE_MARKING; UJL_PARALLEL_PHASE_SUMMARY; UJL_PARALLEL_PHASE_ADJUST_ROOTS; UJL_PARALLEL_PHASE_COMPACTION; UJL_PARALLEL_PHASE_POST_COMPACT; UJL_PAUSE_INITIAL_MARK; UJL_PAUSE_REMARK; UJL_CMS_CONCURRENT_MARK; UJL_CMS_CONCURRENT_PRECLEAN; UJL_CMS_CONCURRENT_ABORTABLE_PRECLEAN; UJL_CMS_CONCURRENT_SWEEP; UJL_CMS_CONCURRENT_RESET; UJL_CMS_CONCURRENT_OLD; UJL_G1_PAUSE_MIXED; UJL_G1_TO_SPACE_EXHAUSTED; UJL_G1_CONCURRENT_CYCLE; UJL_G1_CONCURRENT_MARK_CYCLE; UJL_G1_CONCURRENT_UNDO_CYCLE; UJL_G1_PAUSE_CLEANUP; UJL_G1_EDEN; UJL_G1_SURVIVOR; UJL_G1_OLD; UJL_G1_HUMONGOUS; UJL_G1_ARCHIVE; UJL_G1_PHASE_PRE_EVACUATE_COLLECTION_SET; UJL_G1_PHASE_MERGE_HEAP_ROOTS; UJL_G1_PHASE_EVACUATE_COLLECTION_SET; UJL_G1_PHASE_POST_EVACUATE_COLLECTION_SET; UJL_G1_PHASE_OTHER; UJL_G1_PHASE_PREPARE_FOR_COMPACTION; UJL_G1_PHASE_COMPACT_HEAP; UJL_SHEN_PAUSE_INIT_MARK; UJL_SHEN_PAUSE_FINAL_MARK; UJL_SHEN_PAUSE_INIT_UPDATE_REFS; UJL_SHEN_PAUSE_FINAL_UPDATE_REFS; UJL_SHEN_PAUSE_FINAL_ROOTS; UJL_SHEN_PAUSE_DEGENERATED_GC; UJL_SHEN_CONCURRENT_RESET; UJL_SHEN_CONCURRENT_RESET_BITMAPS; UJL_SHEN_CONCURRENT_MARKING_ROOTS; UJL_SHEN_CONCURRENT_MARKING; UJL_SHEN_CONCURRENT_CANCEL_CONC_MARK; UJL_SHEN_CONCURRENT_PRECLEANING; UJL_SHEN_CONCURRENT_THREAD_ROOTS; UJL_SHEN_CONCURRENT_WEAK_REFERENCES; UJL_SHEN_CONCURRENT_WEAK_ROOTS; UJL_SHEN_CONCURRENT_CLEANUP; UJL_SHEN_CONCURRENT_CLASS_UNLOADING; UJL_SHEN_CONCURRENT_STRONG_ROOTS; UJL_SHEN_CONCURRENT_EVACUATION; UJL_SHEN_CONCURRENT_UPDATE_REFS; UJL_SHEN_CONCURRENT_UPDATE_THREAD_ROOTS; UJL_SHEN_CONCURRENT_UNCOMMIT; UJL_ZGC_GARBAGE_COLLECTION; UJL_ZGC_PAUSE_MARK_START; UJL_ZGC_PAUSE_MARK_END; UJL_ZGC_PAUSE_RELOCATE_START; UJL_ZGC_CONCURRENT_MARK; UJL_ZGC_CONCURRENT_MARK_FREE; UJL_ZGC_CONCURRENT_NONREF; UJL_ZGC_CONCURRENT_RESET_RELOC_SET; UJL_ZGC_CONCURRENT_DETATCHED_PAGES; UJL_ZGC_CONCURRENT_SELECT_RELOC_SET; UJL_ZGC_CONCURRENT_PREPARE_RELOC_SET; UJL_ZGC_CONCURRENT_RELOCATE; UJL_ZGC_HEAP_CAPACITY; UJL_ZGC_ALLOCATION_STALL; UJL_ZGC_RELOCATION_STALL; IBM_AF; IBM_SYS; IBM_AF_SCAVENGE; IBM_AF_GLOBAL; IBM_SYS_GLOBAL; IBM_SYS_EXPLICIT_GLOBAL; IBM_SCAVENGE; IBM_GLOBAL; IBM_NURSERY; IBM_TENURE; IBM_CONCURRENT_COLLECTION_START
gcviewer,com.tagtraum.perf.gcviewer.model,AbstractGCEvent,Cyclic Hierarchy,The tool detected the smell in this class because the class depends on one of its subclasses (creating cycle in the hierarchy). The class is dependent on the following subclass: GCEvent
gcviewer,com.tagtraum.perf.gcviewer.model,AbstractGCEvent,Insufficient Modularization,The tool detected the smell in this class becuase the class has bloated interface (large number of public methods). Total public methods in the class: 41 public methods
gcviewer,com.tagtraum.perf.gcviewer.model,AbstractGCEvent.ExtendedType,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: WRAPPER_MAP; UNDEFINED; fullName; type
gcviewer,com.tagtraum.perf.gcviewer.model,AbstractGCEvent.ExtendedType,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
gcviewer,com.tagtraum.perf.gcviewer.model,AbstractGCEvent.ExtendedType,Deficient Encapsulation,The tool detected the smell in this class because the class exposes fields belonging to it with public accessibility. Following fields are declared with public accessiblity: WRAPPER_MAP; UNDEFINED; fullName; type
gcviewer,com.tagtraum.perf.gcviewer.model,AbstractGCEvent.Type,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
gcviewer,com.tagtraum.perf.gcviewer.model,AbstractGCEvent.Type,Deficient Encapsulation,The tool detected the smell in this class because the class exposes fields belonging to it with public accessibility. Following fields are declared with public accessiblity: name; generation; concurrency; pattern; collectionType; TYPE_MAP; UNDEFINED; JROCKIT_GC; JROCKIT_NURSERY_GC; JROCKIT_PARALLEL_NURSERY_GC; JROCKIT_16_OLD_GC; JROCKIT_16_YOUNG_GC; JROCKIT_16_PARALLEL_NURSERY_GC; SCAVENGE_BEFORE_REMARK; FULL_GC; GC; DEF_NEW; PAR_NEW; ASPAR_NEW; PAR_OLD_GEN; PS_YOUNG_GEN; PS_OLD_GEN; PS_PERM_GEN; TENURED; INC_GC; TRAIN; TRAIN_MSC; PERM; APPLICATION_STOPPED_TIME; METASPACE; CMS; CMS_PERM; PAR_NEW_PROMOTION_FAILED; CMS_CMF; CMS_CMI; CMS_CONCURRENT_MARK_START; CMS_CONCURRENT_MARK; CMS_CONCURRENT_PRECLEAN_START; CMS_CONCURRENT_PRECLEAN; CMS_CONCURRENT_SWEEP_START; CMS_CONCURRENT_SWEEP; CMS_CONCURRENT_RESET_START; CMS_CONCURRENT_RESET; CMS_CONCURRENT_ABORTABLE_PRECLEAN_START; CMS_CONCURRENT_ABORTABLE_PRECLEAN; CMS_INITIAL_MARK; CMS_REMARK; ASCMS; ASPAR_NEW_PROMOTION_FAILED; ASCMS_CMF; ASCMS_CMI; ASCMS_CONCURRENT_MARK_START; ASCMS_CONCURRENT_MARK; ASCMS_CONCURRENT_PRECLEAN_START; ASCMS_CONCURRENT_PRECLEAN; ASCMS_CONCURRENT_SWEEP_START; ASCMS_CONCURRENT_SWEEP; ASCMS_CONCURRENT_RESET_START; ASCMS_CONCURRENT_RESET; ASCMS_CONCURRENT_ABORTABLE_PRECLEAN_START; ASCMS_CONCURRENT_ABORTABLE_PRECLEAN; ASCMS_INITIAL_MARK; ASCMS_REMARK; G1_YOUNG; G1_YOUNG_MARK_STACK_FULL; G1_YOUNG_TO_SPACE_OVERFLOW; G1_YOUNG_TO_SPACE_EXHAUSTED; G1_PARTIAL; G1_PARTIAL_TO_SPACE_OVERFLOW; G1_MIXED; G1_MIXED_TO_SPACE_OVERFLOW; G1_MIXED_TO_SPACE_EXHAUSTED; G1_YOUNG_INITIAL_MARK; G1_YOUNG_INITIAL_MARK_TO_SPACE_OVERFLOW; G1_YOUNG_INITIAL_MARK_TO_SPACE_EXHAUSTED; G1_YOUNG_TO_SPACE_EXHAUSTED_INITIAL_MARK; G1_PARTIAL_INITIAL_MARK; G1_PARTIAL_INITIAL_MARK_TO_SPACE_OVERFLOW; G1_REMARK; G1_GC_REFPROC; G1_CLEANUP; G1_EDEN; G1_CONCURRENT_ROOT_REGION_SCAN_START; G1_CONCURRENT_ROOT_REGION_SCAN_END; G1_CONCURRENT_MARK_START; G1_CONCURRENT_MARK_END; G1_CONCURRENT_MARK_ABORT; G1_CONCURRENT_MARK_RESET_FOR_OVERFLOW; G1_CONCURRENT_COUNT_START; G1_CONCURRENT_COUNT_END; G1_CONCURRENT_CLEANUP_START; G1_CONCURRENT_CLEANUP_END; UJL_PAUSE_YOUNG; UJL_PAUSE_FULL; UJL_SERIAL_PHASE_MARK_LIFE_OBJECTS; UJL_SERIAL_PHASE_COMPUTE_NEW_OBJECT_ADDRESSES; UJL_SERIAL_PHASE_ADJUST_POINTERS; UJL_SERIAL_PHASE_MOVE_OBJECTS; UJL_PARALLEL_PHASE_MARKING; UJL_PARALLEL_PHASE_SUMMARY; UJL_PARALLEL_PHASE_ADJUST_ROOTS; UJL_PARALLEL_PHASE_COMPACTION; UJL_PARALLEL_PHASE_POST_COMPACT; UJL_PAUSE_INITIAL_MARK; UJL_PAUSE_REMARK; UJL_CMS_CONCURRENT_MARK; UJL_CMS_CONCURRENT_PRECLEAN; UJL_CMS_CONCURRENT_ABORTABLE_PRECLEAN; UJL_CMS_CONCURRENT_SWEEP; UJL_CMS_CONCURRENT_RESET; UJL_CMS_CONCURRENT_OLD; UJL_G1_PAUSE_MIXED; UJL_G1_TO_SPACE_EXHAUSTED; UJL_G1_CONCURRENT_CYCLE; UJL_G1_CONCURRENT_MARK_CYCLE; UJL_G1_CONCURRENT_UNDO_CYCLE; UJL_G1_PAUSE_CLEANUP; UJL_G1_EDEN; UJL_G1_SURVIVOR; UJL_G1_OLD; UJL_G1_HUMONGOUS; UJL_G1_ARCHIVE; UJL_G1_PHASE_PRE_EVACUATE_COLLECTION_SET; UJL_G1_PHASE_MERGE_HEAP_ROOTS; UJL_G1_PHASE_EVACUATE_COLLECTION_SET; UJL_G1_PHASE_POST_EVACUATE_COLLECTION_SET; UJL_G1_PHASE_OTHER; UJL_G1_PHASE_PREPARE_FOR_COMPACTION; UJL_G1_PHASE_COMPACT_HEAP; UJL_SHEN_PAUSE_INIT_MARK; UJL_SHEN_PAUSE_FINAL_MARK; UJL_SHEN_PAUSE_INIT_UPDATE_REFS; UJL_SHEN_PAUSE_FINAL_UPDATE_REFS; UJL_SHEN_PAUSE_FINAL_ROOTS; UJL_SHEN_PAUSE_DEGENERATED_GC; UJL_SHEN_CONCURRENT_RESET; UJL_SHEN_CONCURRENT_RESET_BITMAPS; UJL_SHEN_CONCURRENT_MARKING_ROOTS; UJL_SHEN_CONCURRENT_MARKING; UJL_SHEN_CONCURRENT_CANCEL_CONC_MARK; UJL_SHEN_CONCURRENT_PRECLEANING; UJL_SHEN_CONCURRENT_THREAD_ROOTS; UJL_SHEN_CONCURRENT_WEAK_REFERENCES; UJL_SHEN_CONCURRENT_WEAK_ROOTS; UJL_SHEN_CONCURRENT_CLEANUP; UJL_SHEN_CONCURRENT_CLASS_UNLOADING; UJL_SHEN_CONCURRENT_STRONG_ROOTS; UJL_SHEN_CONCURRENT_EVACUATION; UJL_SHEN_CONCURRENT_UPDATE_REFS; UJL_SHEN_CONCURRENT_UPDATE_THREAD_ROOTS; UJL_SHEN_CONCURRENT_UNCOMMIT; UJL_ZGC_GARBAGE_COLLECTION; UJL_ZGC_PAUSE_MARK_START; UJL_ZGC_PAUSE_MARK_END; UJL_ZGC_PAUSE_RELOCATE_START; UJL_ZGC_CONCURRENT_MARK; UJL_ZGC_CONCURRENT_MARK_FREE; UJL_ZGC_CONCURRENT_NONREF; UJL_ZGC_CONCURRENT_RESET_RELOC_SET; UJL_ZGC_CONCURRENT_DETATCHED_PAGES; UJL_ZGC_CONCURRENT_SELECT_RELOC_SET; UJL_ZGC_CONCURRENT_PREPARE_RELOC_SET; UJL_ZGC_CONCURRENT_RELOCATE; UJL_ZGC_HEAP_CAPACITY; UJL_ZGC_ALLOCATION_STALL; UJL_ZGC_RELOCATION_STALL; IBM_AF; IBM_SYS; IBM_AF_SCAVENGE; IBM_AF_GLOBAL; IBM_SYS_GLOBAL; IBM_SYS_EXPLICIT_GLOBAL; IBM_SCAVENGE; IBM_GLOBAL; IBM_NURSERY; IBM_TENURE; IBM_CONCURRENT_COLLECTION_START
gcviewer,com.tagtraum.perf.gcviewer.model,AbstractGCEvent.Type,Broken Modularization,The tool detected the smell in this class because it contains only data members without any method implementation. Following fields are declared in this class: name; generation; concurrency; pattern; collectionType; TYPE_MAP; UNDEFINED; JROCKIT_GC; JROCKIT_NURSERY_GC; JROCKIT_PARALLEL_NURSERY_GC; JROCKIT_16_OLD_GC; JROCKIT_16_YOUNG_GC; JROCKIT_16_PARALLEL_NURSERY_GC; SCAVENGE_BEFORE_REMARK; FULL_GC; GC; DEF_NEW; PAR_NEW; ASPAR_NEW; PAR_OLD_GEN; PS_YOUNG_GEN; PS_OLD_GEN; PS_PERM_GEN; TENURED; INC_GC; TRAIN; TRAIN_MSC; PERM; APPLICATION_STOPPED_TIME; METASPACE; CMS; CMS_PERM; PAR_NEW_PROMOTION_FAILED; CMS_CMF; CMS_CMI; CMS_CONCURRENT_MARK_START; CMS_CONCURRENT_MARK; CMS_CONCURRENT_PRECLEAN_START; CMS_CONCURRENT_PRECLEAN; CMS_CONCURRENT_SWEEP_START; CMS_CONCURRENT_SWEEP; CMS_CONCURRENT_RESET_START; CMS_CONCURRENT_RESET; CMS_CONCURRENT_ABORTABLE_PRECLEAN_START; CMS_CONCURRENT_ABORTABLE_PRECLEAN; CMS_INITIAL_MARK; CMS_REMARK; ASCMS; ASPAR_NEW_PROMOTION_FAILED; ASCMS_CMF; ASCMS_CMI; ASCMS_CONCURRENT_MARK_START; ASCMS_CONCURRENT_MARK; ASCMS_CONCURRENT_PRECLEAN_START; ASCMS_CONCURRENT_PRECLEAN; ASCMS_CONCURRENT_SWEEP_START; ASCMS_CONCURRENT_SWEEP; ASCMS_CONCURRENT_RESET_START; ASCMS_CONCURRENT_RESET; ASCMS_CONCURRENT_ABORTABLE_PRECLEAN_START; ASCMS_CONCURRENT_ABORTABLE_PRECLEAN; ASCMS_INITIAL_MARK; ASCMS_REMARK; G1_YOUNG; G1_YOUNG_MARK_STACK_FULL; G1_YOUNG_TO_SPACE_OVERFLOW; G1_YOUNG_TO_SPACE_EXHAUSTED; G1_PARTIAL; G1_PARTIAL_TO_SPACE_OVERFLOW; G1_MIXED; G1_MIXED_TO_SPACE_OVERFLOW; G1_MIXED_TO_SPACE_EXHAUSTED; G1_YOUNG_INITIAL_MARK; G1_YOUNG_INITIAL_MARK_TO_SPACE_OVERFLOW; G1_YOUNG_INITIAL_MARK_TO_SPACE_EXHAUSTED; G1_YOUNG_TO_SPACE_EXHAUSTED_INITIAL_MARK; G1_PARTIAL_INITIAL_MARK; G1_PARTIAL_INITIAL_MARK_TO_SPACE_OVERFLOW; G1_REMARK; G1_GC_REFPROC; G1_CLEANUP; G1_EDEN; G1_CONCURRENT_ROOT_REGION_SCAN_START; G1_CONCURRENT_ROOT_REGION_SCAN_END; G1_CONCURRENT_MARK_START; G1_CONCURRENT_MARK_END; G1_CONCURRENT_MARK_ABORT; G1_CONCURRENT_MARK_RESET_FOR_OVERFLOW; G1_CONCURRENT_COUNT_START; G1_CONCURRENT_COUNT_END; G1_CONCURRENT_CLEANUP_START; G1_CONCURRENT_CLEANUP_END; UJL_PAUSE_YOUNG; UJL_PAUSE_FULL; UJL_SERIAL_PHASE_MARK_LIFE_OBJECTS; UJL_SERIAL_PHASE_COMPUTE_NEW_OBJECT_ADDRESSES; UJL_SERIAL_PHASE_ADJUST_POINTERS; UJL_SERIAL_PHASE_MOVE_OBJECTS; UJL_PARALLEL_PHASE_MARKING; UJL_PARALLEL_PHASE_SUMMARY; UJL_PARALLEL_PHASE_ADJUST_ROOTS; UJL_PARALLEL_PHASE_COMPACTION; UJL_PARALLEL_PHASE_POST_COMPACT; UJL_PAUSE_INITIAL_MARK; UJL_PAUSE_REMARK; UJL_CMS_CONCURRENT_MARK; UJL_CMS_CONCURRENT_PRECLEAN; UJL_CMS_CONCURRENT_ABORTABLE_PRECLEAN; UJL_CMS_CONCURRENT_SWEEP; UJL_CMS_CONCURRENT_RESET; UJL_CMS_CONCURRENT_OLD; UJL_G1_PAUSE_MIXED; UJL_G1_TO_SPACE_EXHAUSTED; UJL_G1_CONCURRENT_CYCLE; UJL_G1_CONCURRENT_MARK_CYCLE; UJL_G1_CONCURRENT_UNDO_CYCLE; UJL_G1_PAUSE_CLEANUP; UJL_G1_EDEN; UJL_G1_SURVIVOR; UJL_G1_OLD; UJL_G1_HUMONGOUS; UJL_G1_ARCHIVE; UJL_G1_PHASE_PRE_EVACUATE_COLLECTION_SET; UJL_G1_PHASE_MERGE_HEAP_ROOTS; UJL_G1_PHASE_EVACUATE_COLLECTION_SET; UJL_G1_PHASE_POST_EVACUATE_COLLECTION_SET; UJL_G1_PHASE_OTHER; UJL_G1_PHASE_PREPARE_FOR_COMPACTION; UJL_G1_PHASE_COMPACT_HEAP; UJL_SHEN_PAUSE_INIT_MARK; UJL_SHEN_PAUSE_FINAL_MARK; UJL_SHEN_PAUSE_INIT_UPDATE_REFS; UJL_SHEN_PAUSE_FINAL_UPDATE_REFS; UJL_SHEN_PAUSE_FINAL_ROOTS; UJL_SHEN_PAUSE_DEGENERATED_GC; UJL_SHEN_CONCURRENT_RESET; UJL_SHEN_CONCURRENT_RESET_BITMAPS; UJL_SHEN_CONCURRENT_MARKING_ROOTS; UJL_SHEN_CONCURRENT_MARKING; UJL_SHEN_CONCURRENT_CANCEL_CONC_MARK; UJL_SHEN_CONCURRENT_PRECLEANING; UJL_SHEN_CONCURRENT_THREAD_ROOTS; UJL_SHEN_CONCURRENT_WEAK_REFERENCES; UJL_SHEN_CONCURRENT_WEAK_ROOTS; UJL_SHEN_CONCURRENT_CLEANUP; UJL_SHEN_CONCURRENT_CLASS_UNLOADING; UJL_SHEN_CONCURRENT_STRONG_ROOTS; UJL_SHEN_CONCURRENT_EVACUATION; UJL_SHEN_CONCURRENT_UPDATE_REFS; UJL_SHEN_CONCURRENT_UPDATE_THREAD_ROOTS; UJL_SHEN_CONCURRENT_UNCOMMIT; UJL_ZGC_GARBAGE_COLLECTION; UJL_ZGC_PAUSE_MARK_START; UJL_ZGC_PAUSE_MARK_END; UJL_ZGC_PAUSE_RELOCATE_START; UJL_ZGC_CONCURRENT_MARK; UJL_ZGC_CONCURRENT_MARK_FREE; UJL_ZGC_CONCURRENT_NONREF; UJL_ZGC_CONCURRENT_RESET_RELOC_SET; UJL_ZGC_CONCURRENT_DETATCHED_PAGES; UJL_ZGC_CONCURRENT_SELECT_RELOC_SET; UJL_ZGC_CONCURRENT_PREPARE_RELOC_SET; UJL_ZGC_CONCURRENT_RELOCATE; UJL_ZGC_HEAP_CAPACITY; UJL_ZGC_ALLOCATION_STALL; UJL_ZGC_RELOCATION_STALL; IBM_AF; IBM_SYS; IBM_AF_SCAVENGE; IBM_AF_GLOBAL; IBM_SYS_GLOBAL; IBM_SYS_EXPLICIT_GLOBAL; IBM_SCAVENGE; IBM_GLOBAL; IBM_NURSERY; IBM_TENURE; IBM_CONCURRENT_COLLECTION_START
gcviewer,com.tagtraum.perf.gcviewer.model,AbstractGCEvent.GcPattern,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: 
gcviewer,com.tagtraum.perf.gcviewer.model,AbstractGCEvent.GcPattern,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
gcviewer,com.tagtraum.perf.gcviewer.model,AbstractGCEvent.Concurrency,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: 
gcviewer,com.tagtraum.perf.gcviewer.model,AbstractGCEvent.Concurrency,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
gcviewer,com.tagtraum.perf.gcviewer.model,AbstractGCEvent.Generation,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: 
gcviewer,com.tagtraum.perf.gcviewer.model,AbstractGCEvent.Generation,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
gcviewer,com.tagtraum.perf.gcviewer.model,AbstractGCEvent.CollectionType,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: 
gcviewer,com.tagtraum.perf.gcviewer.model,AbstractGCEvent.CollectionType,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
gcviewer,com.tagtraum.perf.gcviewer.model,G1GcEvent,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
gcviewer,com.tagtraum.perf.gcviewer.model,G1GcEvent,Broken Hierarchy,The tool detected a potential instance of the smell because this type does not implement or override any method from it's supertype(s): GCEvent
gcviewer,com.tagtraum.perf.gcviewer.model,GcResourceFile,Deficient Encapsulation,The tool detected the smell in this class because the class exposes fields belonging to it with public accessibility. Following fields are declared with public accessiblity: PROPERTY_MODEL; COUNT
gcviewer,com.tagtraum.perf.gcviewer.model,GcResourceFile,Broken Hierarchy,The tool detected a potential instance of the smell because this type does not implement or override any method from it's supertype(s): AbstractGcResource
gcviewer,com.tagtraum.perf.gcviewer.view.renderer,UsedHeapRenderer,Deficient Encapsulation,The tool detected the smell in this class because the class exposes fields belonging to it with public accessibility. Following fields are declared with public accessiblity: DEFAULT_LINEPAINT
gcviewer,com.tagtraum.perf.gcviewer.view.renderer,UsedHeapRenderer,Cyclically-dependent Modularization,The tool detected the smell in this class because this class participates in a cyclic dependency. The participating classes in the cycle are: ModelChartImpl; TotalYoungRenderer; TotalHeapRenderer; TotalTenuredRenderer; IncLineRenderer; GCRectanglesRenderer; FullGCLineRenderer; GCTimesRenderer; UsedHeapRenderer; UsedTenuredRenderer; UsedYoungRenderer; InitialMarkLevelRenderer; ConcurrentGcBegionEndRenderer
gcviewer,com.tagtraum.perf.gcviewer.view.renderer,GCTimesRenderer,Deficient Encapsulation,The tool detected the smell in this class because the class exposes fields belonging to it with public accessibility. Following fields are declared with public accessiblity: DEFAULT_LINEPAINT
gcviewer,com.tagtraum.perf.gcviewer.view.renderer,PolygonChartRenderer.ScaledPolygon,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: xScaleFactor; yScaleFactor; yOffset; lastPointOfOptimisation; lastPointWasOptimised
gcviewer,com.tagtraum.perf.gcviewer.view.renderer,PolygonChartRenderer.ScaledPolygon,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
gcviewer,com.tagtraum.perf.gcviewer.view.renderer,PolygonChartRenderer.ScaledPolygon,Broken Modularization,The tool detected the smell in this class because it contains only data members without any method implementation. Following fields are declared in this class: xScaleFactor; yScaleFactor; yOffset; lastPointOfOptimisation; lastPointWasOptimised
gcviewer,com.tagtraum.perf.gcviewer.view.renderer,PolygonChartRenderer.InsertionBoundary,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: startX; endX; maxX
gcviewer,com.tagtraum.perf.gcviewer.view.renderer,PolygonChartRenderer.InsertionBoundary,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
